coreproject,pmid,title,authors,publication_date,citation_count,relative_citation_ratio,reason
P50CA070907,9308707,Molecular damage in the bronchial epithelium of current and former smokers.,I I Wistuba;S Lam;C Behrens;A K Virmani;K M Fong;J LeRiche;J M Samet;S Srivastava;J D Minna;A F Gazdar,1997-09-17,389.0,8.198,Published before 2000
P50CA062924,9327727,Can K-ras codon 12 mutations be used to distinguish benign bile duct proliferations from metastases in the liver? A molecular analysis of 101 liver lesions from 93 patients.,R H Hruban;P D Sturm;R J Slebos;R E Wilentz;A R Musler;C J Yeo;T A Sohn;M L van Velthuysen;G J Offerhaus,1997-10-01,25.0,0.67,Published before 2000
U01CA062505,9331132,Twice-weekly paclitaxel and radiation for stage III non-small cell lung cancer.,D H Lau;J K Ryu;D R Gandara;R Morgan;J Doroshow;R Wilder;B Leigh,1997-08-01,12.0,0.382,Published before 2000
P50CA092629,9336358,Fifteen-year survival and recurrence rates after radiotherapy for localized prostate cancer.,J A Eastham;M W Kattan;S Groshen;P T Scardino;E Rogers;C E Carlton;S P Lerner,1997-10-01,26.0,0.902,Published before 2000
U10CA031946,9336365,Phase II trial of docetaxel in non-Hodgkin's lymphomas: a study of the Cancer and Leukemia Group B.,D R Budman;G R Petroni;J L Johnson;M R Cooper;D M Schlossman;M Barcos;B A Peterson,1997-10-01,16.0,0.399,Published before 2000
P50CA092629,9354422,Androgen-independent prostate cancer progression in the TRAMP model.,J R Gingrich;R J Barrios;M W Kattan;H S Nahm;M J Finegold;N M Greenberg,1997-11-01,287.0,5.907,Published before 2000
P50CA062924,9358771,Genetic progression and heterogeneity in intraductal papillary-mucinous neoplasms of the pancreas.,H Fujii;M Inagaki;S Kasai;N Miyokawa;Y Tokusashi;E Gabrielson;R H Hruban,1997-11-01,107.0,2.758,Published before 2000
P50CA058223,9360904,Genetic epidemiology of breast and ovarian cancers.,B Newman;R C Millikan;M C King,1997-01-01,41.0,0.851,Published before 2000
P50CA092629,9365541,Transforming growth factor beta 1 transduced mouse prostate reconstitutions: I. Induction of neuronal phenotypes.,G Yang;T L Timme;S H Park;T C Thompson,1997-11-01,13.0,0.373,Published before 2000
U10CA031946,9366296,Quality of life for adult leukemia survivors treated on clinical trials of Cancer and Leukemia Group B during the period 1971-1988: predictors for later psychologic distress.,D B Greenberg;A B Kornblith;J E Herndon;E Zuckerman;C A Schiffer;R B Weiss;R J Mayer;S M Wolchok;J C Holland,1997-11-15,102.0,3.133,Published before 2000
P50CA092629,9377562,"Regulation of androgen-dependent prostatic cancer cell growth: androgen regulation of CDK2, CDK4, and CKI p16 genes.",S Lu;S Y Tsai;M J Tsai,1997-10-15,158.0,3.079,Published before 2000
U10CA031946,9393593,Deficiency of neutrophilic granule membrane glycoproteins in the myelodysplastic syndromes: a common deficiency in 216 patients studied by the Cancer and Leukemia Group B.,M T Elghetany;B Peterson;J MacCallum;D A Nelson;J F Varney;A K Sullivan;L R Silverman;C A Schiffer;F R Davey;C D Bloomfield,1997-09-01,18.0,0.502,Published before 2000
P50CA070907,9398356,A packaging system for SV40 vectors without viral coding sequences.,B Fang;P Koch;M Bouvet;L Ji;J A Roth,1997-12-01,9.0,0.184,Published before 2000
P50CA058223,9415788,Physicians' reactions to change in recommendations for mammography screening.,C N Klabunde;M S O'Malley;A D Kaluzny,1997-01-01,13.0,0.449,Published before 2000
P50CA062924,9416697,Phenotypic and genotypic characteristics of aberrant crypt foci in human colorectal mucosa.,M R Nucci;C R Robinson;P Longo;P Campbell;S R Hamilton,1997-12-01,107.0,2.198,Published before 2000
P50CA062924,9428484,K-ras mutations in the duodenal fluid of patients with pancreatic carcinoma.,R E Wilentz;C H Chung;P D Sturm;A Musler;T A Sohn;G J Offerhaus;C J Yeo;R H Hruban;R J Slebos,1998-01-01,82.0,1.765,Published before 2000
P50CA092629,9428494,"Assessment of the biologic markers p53, Ki-67, and apoptotic index as predictive indicators of prostate carcinoma recurrence after surgery.",A M Stapleton;P Zbell;M W Kattan;G Yang;T M Wheeler;P T Scardino;T C Thompson,1998-01-01,100.0,2.538,Published before 2000
P50CA062924,9435252,Mechanisms underlying nonsteroidal antiinflammatory drug-mediated apoptosis.,T A Chan;P J Morin;B Vogelstein;K W Kinzler,1998-01-20,521.0,11.769,Published before 2000
U01CA062487,9440723,Phase I study of bryostatin 1 in patients with relapsed non-Hodgkin's lymphoma and chronic lymphocytic leukemia.,M L Varterasian;R M Mohammad;D S Eilender;K Hulburd;D H Rodriguez;P A Pemberton;J M Pluda;M D Dan;G R Pettit;B D Chen;A M Al-Katib,1998-01-01,94.0,2.036,Published before 2000
P50CA062924,9443984,Genetics of pancreatic cancer. From genes to families.,R H Hruban;G M Petersen;P K Ha;S E Kern,1998-01-01,106.0,2.325,Published before 2000
P50CA062924,9443986,Pathology of cancer of the pancreas.,R E Wilentz;R H Hruban,1998-01-01,30.0,0.696,Published before 2000
P50CA062924,9445110,Prognostic significance of DNA replication errors in young patients with colorectal cancer.,J R Lukish;K Muro;J DeNobile;R Katz;J Williams;D F Cruess;W Drucker;I Kirsch;S R Hamilton,1998-01-01,108.0,2.241,Published before 2000
P50CA062924,9458098,Analysis of PTEN/MMAC1 alterations in aerodigestive tract tumors.,K Okami;L Wu;G Riggins;P Cairns;M Goggins;E Evron;N Halachmi;S A Ahrendt;A L Reed;W Hilgers;S E Kern;W M Koch;D Sidransky;J Jen,1998-02-01,144.0,2.578,Published before 2000
P50CA070907,9467947,"Alterations of PTEN/MMAC1, a candidate tumor suppressor gene, and its homologue, PTH2, in small cell lung cancer cell lines.",S K Kim;L K Su;Y Oh;B L Kemp;W K Hong;L Mao,1998-01-08,58.0,0.969,Published before 2000
P50CA092629,9468514,"Molecular cloning and expression of ps20 growth inhibitor. A novel WAP-type ""four-disulfide core"" domain protein expressed in smooth muscle.",M Larsen;S J Ressler;B Lu;M J Gerdes;L McBride;T D Dang;D R Rowley,1998-02-20,64.0,1.418,Published before 2000
U01CA069853,9473217,A bioavailability and pharmacokinetic study of oral and intravenous hydroxyurea.,G I Rodriguez;J G Kuhn;G R Weiss;S G Hilsenbeck;J R Eckardt;A Thurman;D A Rinaldi;S Hodges;D D Von Hoff;E K Rowinsky,1998-03-01,62.0,1.564,Published before 2000
P50CA070907,9478943,Evaluation of GAL4/TATA in vivo. Induction of transgene expression by adenovirally mediated gene codelivery.,B Fang;L Ji;M Bouvet;J A Roth,1998-02-27,46.0,0.783,Published before 2000
P50CA062924,9482899,Targeted deletion of Smad4 shows it is required for transforming growth factor beta and activin signaling in colorectal cancer cells.,S Zhou;P Buckhaults;L Zawel;F Bunz;G Riggins;J L Dai;S E Kern;K W Kinzler;B Vogelstein,1998-03-03,132.0,2.213,Published before 2000
Z01CP010135,9486815,Case-control study of childhood acute lymphoblastic leukemia and residential radon exposure.,J H Lubin;M S Linet;J D Boice;J Buckley;S M Conrath;E E Hatch;R A Kleinerman;R E Tarone;S Wacholder;L L Robison,1998-02-18,65.0,2.112,Published before 2000
P50CA092629,9487120,Localization of transforming growth factor-beta1 and type II receptor in developing normal human prostate and carcinoma tissues.,M J Gerdes;M Larsen;L McBride;T D Dang;B Lu;D R Rowley,1998-03-01,37.0,0.786,Published before 2000
P50CA062924,9488480,A naturally occurring hPMS2 mutation can confer a dominant negative mutator phenotype.,N C Nicolaides;S J Littman;P Modrich;K W Kinzler;B Vogelstein,1998-03-01,82.0,1.361,Published before 2000
U01CA062461,9488599,Quantitation of dolastatin-10 using HPLC/electrospray ionization mass spectrometry: application in a phase I clinical trial.,D A Garteiz;T Madden;D E Beck;W R Huie;K T McManus;J L Abbruzzese;W Chen;R A Newman,1998-01-01,22.0,0.618,Published before 2000
P50CA092629,9499358,Distribution and significance of microcalcifications in the neoplastic and nonneoplastic prostate.,J E Woods;S Soh;T M Wheeler,1998-02-01,19.0,0.468,Published before 2000
P50CA062924,9500216,Progression of pancreatic intraductal neoplasias to infiltrating adenocarcinoma of the pancreas.,D J Brat;K D Lillemoe;C J Yeo;P B Warfield;R H Hruban,1998-02-01,243.0,5.37,Published before 2000
P50CA070907,9507016,All-trans-retinoic acid inhibits Jun N-terminal kinase-dependent signaling pathways.,H Y Lee;G L Walsh;M I Dawson;W K Hong;J M Kurie,1998-03-20,49.0,0.908,Published before 2000
Z01BC004517,9508376,"RPA2, a gene for the 32 kDa subunit of replication protein A on chromosome 1p35-36, is not mutated in patients with familial melanoma linked to chromosome 1p36.",Y J Ping;Y Nakatsu;A M Goldstein;M A Tucker;K H Kraemer;K Tanaka,1998-02-01,3.0,0.057,Published before 2000
P50CA062924,9512123,Prostaglandin levels in human colorectal mucosa: effects of sulindac in patients with familial adenomatous polyposis.,F M Giardiello;E W Spannhake;R N DuBois;L M Hylind;C R Robinson;W C Hubbard;S R Hamilton;V W Yang,1998-02-01,83.0,1.86,Published before 2000
P50CA092629,9515817,Reduced lysyl oxidase messenger RNA levels in experimental and human prostate cancer.,C Ren;G Yang;T L Timme;T M Wheeler;T C Thompson,1998-03-15,76.0,1.576,Published before 2000
U10CA031946,9515850,Factors predictive of survival among 337 patients with mesothelioma treated between 1984 and 1994 by the Cancer and Leukemia Group B.,J E Herndon;M R Green;A P Chahinian;J M Corson;Y Suzuki;N J Vogelzang,1998-03-01,388.0,9.74,Published before 2000
P50CA062924,9516948,CD44 expression in the stromal matrix of colorectal cancer: association with prognosis.,K Furuta;M Zahurak;S N Goodman;S R Hamilton;J T August,1998-01-01,12.0,0.206,Published before 2000
U01CA062502,9518162,Simultaneous determination of O6-benzylguanine and 8-oxo-O6-benzylguanine in human plasma by reversed-phase high-performance liquid chromatography.,T L Stefan;S T Ingalls;P E Minkler;J K Willson;S L Gerson;T P Spiro;C L Hoppel,1997-12-19,8.0,0.21,Published before 2000
P50CA092629,9520421,Synthetic activation of caspases: artificial death switches.,R A MacCorkle;K W Freeman;D M Spencer,1998-03-31,169.0,2.729,Published before 2000
U10CA031946,9529125,Acute myeloid leukemia with 11q23 translocations: myelomonocytic immunophenotype by multiparameter flow cytometry.,M R Baer;C C Stewart;D Lawrence;D C Arthur;K Mrózek;M P Strout;F R Davey;C A Schiffer;C D Bloomfield,1998-03-01,56.0,1.182,Published before 2000
U01CA069912,9533538,Effect of pyrazoloacridine (NSC 366140) on DNA topoisomerases I and II.,A A Adjei;M Charron;E K Rowinsky;P A Svingen;J Miller;J M Reid;J Sebolt-Leopold;M M Ames;S H Kaufmann,1998-03-01,43.0,1.01,Published before 2000
P50CA062924,9537240,Molecular detection of genetic alterations in the serum of colorectal cancer patients.,K Hibi;C R Robinson;S Booker;L Wu;S R Hamilton;D Sidransky;J Jen,1998-04-01,214.0,4.894,Published before 2000
P50CA092629,9537472,The significance of intraluminal prostatic crystalloids in benign needle biopsies.,R C Anton;S Chakraborty;T M Wheeler,1998-04-01,15.0,0.563,Published before 2000
P50CA058223,9544765,Frequency of breast cancer attributable to BRCA1 in a population-based series of American women.,B Newman;H Mu;L M Butler;R C Millikan;P G Moorman;M C King,1998-03-25,288.0,6.242,Published before 2000
U10CA031946,9554537,Dihydro-5-azacytidine and cisplatin in the treatment of malignant mesothelioma: a phase II study by the Cancer and Leukemia Group B.,B L Samuels;J E Herndon;D C Harmon;R Carey;J Aisner;J M Corson;Y Suzuki;M R Green;N J Vogelzang,1998-04-15,53.0,1.117,Published before 2000
P50CA070907,9555535,Gene replacement strategies for lung cancer.,J A Roth,1998-03-01,16.0,0.271,Published before 2000
P50CA062924,9558276,Cost analysis of alternative approaches to colorectal screening in familial adenomatous polyposis.,D M Cromwell;R D Moore;J D Brensinger;G M Petersen;E B Bass;F M Giardiello,1998-05-01,34.0,0.85,Published before 2000
P50CA070907,9559342,Allelotyping demonstrates common and distinct patterns of chromosomal loss in human lung cancer types.,A K Virmani;K M Fong;D Kodagoda;D McIntire;J Hung;V Tonk;J D Minna;A F Gazdar,1998-04-01,166.0,3.241,Published before 2000
P50CA062924,9563494,Size-dependent increase in prostanoid levels in adenomas of patients with familial adenomatous polyposis.,V W Yang;J M Shields;S R Hamilton;E W Spannhake;W C Hubbard;L M Hylind;C R Robinson;F M Giardiello,1998-04-15,110.0,2.322,Published before 2000
P50CA092629,9570298,Local inflammatory response and vector spread after direct intraprostatic injection of a recombinant adenovirus containing the herpes simplex virus thymidine kinase gene and ganciclovir therapy in mice.,T L Timme;S J Hall;R Barrios;S L Woo;E Aguilar-Cordova;T C Thompson,1998-01-01,39.0,0.957,Published before 2000
P50CA070907,9578838,Suppression of the immune response to an adenovirus vector and enhancement of intratumoral transgene expression by low-dose etoposide.,M Bouvet;B Fang;S Ekmekcioglu;L Ji;C D Bucana;K Hamada;E A Grimm;J A Roth,1998-02-01,47.0,0.927,Published before 2000
P50CA062924,9581906,Enhanced tumor protection by granulocyte-macrophage colony-stimulating factor expression at the site of an allogeneic vaccine.,M C Thomas;T F Greten;D M Pardoll;E M Jaffee,1998-04-10,84.0,1.617,Published before 2000
P50CA058223,9583712,Population attributable fraction estimation for established breast cancer risk factors: considering the issues of high prevalence and unmodifiability.,B Rockhill;C R Weinberg;B Newman,1998-05-01,91.0,2.213,Published before 2000
P50CA062924,9585599,Missense mutations in disease genes: a Bayesian approach to evaluate causality.,G M Petersen;G Parmigiani;D Thomas,1998-06-01,33.0,0.617,Published before 2000
P50CA070907,9586665,Telomerase activity in lung cancer cells obtained from bronchial washings.,N Yahata;K Ohyashiki;J H Ohyashiki;H Iwama;S Hayashi;K Ando;T Hirano;T Tsuchida;H Kato;J W Shay;K Toyama,1998-05-06,57.0,1.234,Published before 2000
U01CA069852,9586894,"O6-benzylguanine in humans: metabolic, pharmacokinetic, and pharmacodynamic findings.",M E Dolan;S K Roy;A A Fasanmade;P R Paras;R L Schilsky;M J Ratain,1998-05-01,73.0,1.905,Published before 2000
R43CA094404,9592104,Characterization of intrastriatal recombinant adeno-associated virus-mediated gene transfer of human tyrosine hydroxylase and human GTP-cyclohydrolase I in a rat model of Parkinson's disease.,R J Mandel;K G Rendahl;S K Spratt;R O Snyder;L K Cohen;S E Leff,1998-06-01,183.0,4.016,Published before 2000
U10CA031946,9593262,Hypersensitivity reactions to L-asparaginase do not impact on the remission duration of adults with acute lymphoblastic leukemia.,R A Larson;M H Fretzin;R K Dodge;C A Schiffer,1998-05-01,62.0,1.759,Published before 2000
U01CA062487,9599702,"Alternative testing systems for evaluating noncarcinogenic, hematologic toxicity.",R E Parchment,1998-04-01,26.0,0.847,Published before 2000
U10CA031946,9602264,Comparison of psychosocial adaptation of advanced stage Hodgkin's disease and acute leukemia survivors. Cancer and Leukemia Group B.,A B Kornblith;J E Herndon;E Zuckerman;D F Cella;E Cherin;S Wolchok;R B Weiss;L F Diehl;E Henderson;M R Cooper;C Schiffer;G P Canellos;R J Mayer;R T Silver;A Schilling;B A Peterson;D Greenberg;J C Holland,1998-03-01,70.0,2.041,Published before 2000
P50CA092629,9605647,A preoperative nomogram for disease recurrence following radical prostatectomy for prostate cancer.,M W Kattan;J A Eastham;A M Stapleton;T M Wheeler;P T Scardino,1998-05-20,1005.0,23.817,Published before 2000
P50CA070907,9605900,Comparison of molecular changes in lung cancers in HIV-positive and HIV-indeterminate subjects.,I I Wistuba;C Behrens;S Milchgrub;A K Virmani;J Jagirdar;B Thomas;H L Ioachim;L A Litzky;E M Brambilla;J D Minna;A F Gazdar,1998-05-20,112.0,2.663,Published before 2000
P50CA058223,9610785,"Cigarette smoking, N-acetyltransferases 1 and 2, and breast cancer risk.",R C Millikan;G S Pittman;B Newman;C K Tse;O Selmin;B Rockhill;D Savitz;P G Moorman;D A Bell,1998-05-01,167.0,4.651,Published before 2000
P50CA062924,9618505,Incidence and functional consequences of hMLH1 promoter hypermethylation in colorectal carcinoma.,J G Herman;A Umar;K Polyak;J R Graff;N Ahuja;J P Issa;S Markowitz;J K Willson;S R Hamilton;K W Kinzler;M F Kane;R D Kolodner;B Vogelstein;T A Kunkel;S B Baylin,1998-06-09,1616.0,30.173,Published before 2000
U01CA069852,9619763,Phase I clinical and pharmacokinetic study of oral 9-aminocamptothecin (NSC-603071).,S Mani;L Iyer;L Janisch;X Wang;G F Fleming;R L Schilsky;M J Ratain,1998-01-01,21.0,0.539,Published before 2000
P50CA070907,9622060,Adenovirus-mediated wild-type p53 gene transfer down-regulates vascular endothelial growth factor expression and inhibits angiogenesis in human colon cancer.,M Bouvet;L M Ellis;M Nishizaki;T Fujiwara;W Liu;C D Bucana;B Fang;J J Lee;J A Roth,1998-06-01,215.0,4.232,Published before 2000
P50CA062924,9622070,"Alterations in pancreatic, biliary, and breast carcinomas support MKK4 as a genetically targeted tumor suppressor gene.",G H Su;W Hilgers;M C Shekher;D J Tang;C J Yeo;R H Hruban;S E Kern,1998-06-01,150.0,2.578,Published before 2000
P50CA092629,9626230,Prostate-specific antigen doubling times are similar in patients with recurrence after radical prostatectomy or radiotherapy: a novel analysis.,B D Leibman;O Dillioglugil;P T Scardino;F Abbas;E Rogers;R D Wolfinger;M W Kattan,1998-06-01,14.0,0.466,Published before 2000
U01CA062491,9626459,"Renal clearance, tissue distribution, and CA-125 responses in a phase I trial of suramin.",P R Hutson;K D Tutsch;R Rago;R Arzoomanian;D Alberti;M Pomplun;D Church;R Marnocha;A L Cheng;N Kehrli;G Wilding,1998-06-01,10.0,0.25,Published before 2000
U10CA031946,9633896,Clinical characteristics of patients with de novo acute myeloid leukaemia and isolated trisomy 11: a Cancer and Leukemia Group B study.,K Heinonen;K Mrózek;D Lawrence;D C Arthur;M J Pettenati;J Stamberg;M B Qumsiyeh;R S Verma;J MacCallum;C A Schiffer;C D Bloomfield,1998-06-01,23.0,0.497,Published before 2000
P50CA070907,9636181,Computerized polymorphic marker identification: experimental validation and a predicted human polymorphism catalog.,J W Fondon;G M Mele;R I Brezinschek;D Cummings;A Pande;J Wren;K M O'Brien;K C Kupfer;M H Wei;M Lerman;J D Minna;H R Garner,1998-06-23,50.0,0.9,Published before 2000
P50CA062924,9637545,Periampullary adenocarcinoma: analysis of 5-year survivors.,C J Yeo;T A Sohn;J L Cameron;R H Hruban;K D Lillemoe;H A Pitt,1998-06-01,343.0,10.112,Published before 2000
P50CA058223,9646820,Screening behavior of women after a false-positive mammogram.,E D Pisano;J Earp;M Schell;K Vokaty;A Denham,1998-07-01,54.0,1.704,Published before 2000
U01CA062461,9649178,"Differential expression of cytokine transcripts in human epithelial ovarian carcinoma by solid tumour specimens, peritoneal exudate cells containing tumour, tumour-infiltrating lymphocyte (TIL)-derived T cell lines and established tumour cell lines.",M A Nash;R Lenzi;C L Edwards;J J Kavanagh;A P Kudelka;C F Verschraegen;C D Platsoucas;R S Freedman,1998-05-01,42.0,0.879,Published before 2000
U01CA062505,9649933,Small cell lung cancer: current status of new chemotherapeutic agents.,M J Edelman;D R Gandara,1998-04-01,6.0,0.151,Published before 2000
P50CA062924,9660945,Human Smad3 and Smad4 are sequence-specific transcription activators.,L Zawel;J L Dai;P Buckhaults;S Zhou;K W Kinzler;B Vogelstein;S E Kern,1998-03-01,911.0,16.129,Published before 2000
P50CA070907,9662337,Suppression of c-Fos gene transcription with malignant transformation of human bronchial epithelial cells.,H Y Lee;J Chaudhary;G L Walsh;W K Hong;J M Kurie,1998-06-11,20.0,0.365,Published before 2000
P50CA092629,9666817,Genistein and erbstatin inhibition of normal mammary epithelial cell proliferation is associated with EGF-receptor down-regulation.,B S McIntyre;P W Sylvester,1998-02-01,16.0,0.428,Published before 2000
P50CA058223,9671397,Determinants for transformation induced by the Axl receptor tyrosine kinase.,A Burchert;E C Attar;P McCloskey;Y W Fridell;E T Liu,1998-06-18,53.0,0.861,Published before 2000
P50CA092629,9671877,Impact of a clinical pathway for radical retropubic prostatectomy.,B D Leibman;O Dillioglugil;F Abbas;S Tanli;M W Kattan;P T Scardino,1998-07-01,55.0,1.638,Published before 2000
P50CA070907,9673339,Comparison between fluorescence in situ hybridization and classical cytogenetics in human tumors.,A K Virmani;V S Tonk;A F Gazdar,1998-01-01,5.0,0.154,Published before 2000
P50CA070907,9674709,Superinduction of wild-type p53 protein after 2-methoxyestradiol treatment of Ad5p53-transduced cells induces tumor cell apoptosis.,T Mukhopadhyay;J A Roth,1998-07-16,61.0,1.191,Published before 2000
U01CA062461,9681251,Intraperitoneal immunotherapy of peritoneal carcinomatosis.,R S Freedman;R Lenzi;A P Kudelka;D D Lawrence;M Rosenblum;C D Platsoucas,1998-06-01,24.0,0.528,Published before 2000
P50CA092629,9681509,Transforming growth factor-beta1 induces nuclear to cytoplasmic distribution of androgen receptor and inhibits androgen response in prostate smooth muscle cells.,M J Gerdes;T D Dang;M Larsen;D R Rowley,1998-08-01,39.0,0.788,Published before 2000
U10CA031946,9691140,Double esterase staining and other neutrophilic granule abnormalities in 237 patients with the myelodysplastic syndrome studied by the cancer and leukemia group B.,M T Elghetany;B Peterson;J MacCallum;D A Nelson;J F Varney;A K Sullivan;L R Silverman;C A Schiffer;F R Davey;C D Bloomfield,1998-01-01,9.0,0.267,Published before 2000
P50CA062924,9702198,"Characterization of human FAST-1, a TGF beta and activin signal transducer.",S Zhou;L Zawel;C Lengauer;K W Kinzler;B Vogelstein,1998-07-01,213.0,3.499,Published before 2000
P50CA058223,9703501,BRCA1 required for transcription-coupled repair of oxidative DNA damage.,L C Gowen;A V Avrutskaya;A M Latour;B H Koller;S A Leadon,1998-08-14,418.0,7.399,Published before 2000
P50CA070907,9704675,Gene therapy for non-small cell lung cancer: a preliminary report of a phase I trial of adenoviral p53 gene replacement.,J A Roth;S G Swisher;J A Merritt;D D Lawrence;B L Kemp;C H Carrasco;A K El-Naggar;F V Fossella;B S Glisson;W K Hong;F R Khurl;J M Kurie;J C Nesbitt;K Pisters;J B Putnam;D S Schrump;D M Shin;G L Walsh,1998-06-01,99.0,2.063,Published before 2000
P50CA092629,9712429,Clinical and pathological significance of the level and extent of capsular invasion in clinical stage T1-2 prostate cancer.,T M Wheeler;O Dillioglugil;M W Kattan;A Arakawa;S Soh;K Suyama;M Ohori;P T Scardino,1998-08-01,184.0,5.045,Published before 2000
P50CA092629,9712441,Use of systematic biopsy results to predict pathologic stage in patients with clinically localized prostate cancer: a preliminary report.,Y Goto;M Ohori;P T Scardino,1998-07-01,27.0,0.99,Published before 2000
U10CA031946,9716583,A randomized controlled trial of filgrastim during remission induction and consolidation chemotherapy for adults with acute lymphoblastic leukemia: CALGB study 9111.,R A Larson;R K Dodge;C A Linker;R M Stone;B L Powell;E J Lee;P Schulman;F R Davey;S R Frankel;C D Bloomfield;S L George;C A Schiffer,1998-09-01,201.0,4.609,Published before 2000
U10CA031946,9719081,Dose and dose intensity as determinants of outcome in the adjuvant treatment of breast cancer. The Cancer and Leukemia Group B.,D R Budman;D A Berry;C T Cirrincione;I C Henderson;W C Wood;R B Weiss;C R Ferree;H B Muss;M R Green;L Norton;E Frei,1998-08-19,457.0,9.933,Published before 2000
P50CA062924,9727977,Identification of c-MYC as a target of the APC pathway.,T C He;A B Sparks;C Rago;H Hermeking;L Zawel;L T da Costa;P J Morin;B Vogelstein;K W Kinzler,1998-09-04,4042.0,77.47,Published before 2000
U01CA062505,9738564,Phase I and pharmacologic study of estramustine phosphate and short infusions of paclitaxel in women with solid tumors.,A A Garcia;S Keren-Rosenberg;D Parimoo;M Rogers;S Jeffers;R Koda;F M Muggia,1998-09-01,7.0,0.18,Published before 2000
P50CA070907,9739759,Progress in understanding the molecular pathogenesis of human lung cancer.,Y Sekido;K M Fong;J D Minna,1998-08-19,221.0,4.475,Published before 2000
U01CA069853,9740545,A phase I and pharmacokinetic trial of terephthalamidine (NSC 57155) as a 120-hour continuous infusion.,G I Rodriguez;J G Kuhn;G Weiss;P De La Cruz;P New;S M Fields;J R Eckardt;L Campbell;G M Clark;S G Hilsenbeck;D D Von Hoff,1998-01-01,1.0,0.025,Published before 2000
U01CA062487,9740550,Evaluation of pyrazoloacridine in patients with advanced pancreatic carcinoma.,M M Zalupski;A F Shields;P A Philip;M Kraut;P LoRusso;L K Heilbrun;V Vaitkevicius,1998-01-01,17.0,0.481,Published before 2000
U10CA031946,9750037,"Systems of protocol review, quality assurance, and data audit.",R B Weiss,1998-01-01,18.0,0.61,Published before 2000
P50CA070907,9764824,TSG101 is not mutated in lung cancer but a shortened transcript is frequently expressed in small cell lung cancer.,Y Oh;M L Proctor;Y H Fan;L K Su;W K Hong;K M Fong;Y S Sekido;A F Gazdar;J D Minna;L Mao,1998-09-03,32.0,0.614,Published before 2000
U01CA062505,9768830,Antineoplastic activity of continuous exposure to dexrazoxane: potential new role as a novel topoisomerase II inhibitor.,T W Synold;M L Tetef;J H Doroshow,1998-08-01,8.0,0.203,Published before 2000
U01CA069912,9771954,Effect of adding the topoisomerase I poison 7-ethyl-10-hydroxycamptothecin (SN-38) to 5-fluorouracil and folinic acid in HCT-8 cells: elevated dTTP pools and enhanced cytotoxicity.,S Mullany;P A Svingen;S H Kaufmann;C Erlichman,1998-01-01,66.0,1.434,Published before 2000
P50CA062924,9777938,Accumulated clonal genetic alterations in familial and sporadic colorectal carcinomas with widespread instability in microsatellite sequences.,T Fujiwara;J M Stolker;T Watanabe;A Rashid;P Longo;J R Eshleman;S Booker;H T Lynch;J R Jass;J S Green;H Kim;J Jen;B Vogelstein;S R Hamilton,1998-10-01,158.0,3.192,Published before 2000
P50CA062924,9777987,K-ras oncogene mutations in osteoclast-like giant cell tumors of the pancreas and liver: genetic evidence to support origin from the duct epithelium.,W H Westra;P Sturm;P Drillenburg;M A Choti;D S Klimstra;J Albores-Saavedra;A Montag;G J Offerhaus;R H Hruban,1998-10-01,93.0,1.98,Published before 2000
P50CA070907,9780006,Reduced telomeric signals and increased telomeric associations in human lung cancer cell lines undergoing p53-mediated apoptosis.,T Mukhopadhyay;A S Multani;J A Roth;S Pathak,1998-08-20,21.0,0.359,Published before 2000
P50CA092629,9781651,Patterns of high-grade prostatic intraepithelial neoplasia associated with clinically aggressive prostate cancer.,G Wilcox;S Soh;S Chakraborty;P T Scardino;T M Wheeler,1998-10-01,97.0,2.212,Published before 2000
U01CA062505,9788578,High-dose toremifene as a cisplatin modulator in metastatic non-small cell lung cancer: targeted plasma levels are achievable clinically.,P N Lara;D R Gandara;G T Wurz;D Lau;M Uhrich;C Turrell;J Raschko;M J Edelman;T Synold;J Doroshow;F Muggia;E A Perez;M DeGregorio,1998-01-01,8.0,0.196,Published before 2000
P50CA070907,9792048,Long-term follow-up of patients enrolled in a randomized trial comparing perioperative chemotherapy and surgery with surgery alone in resectable stage IIIA non-small-cell lung cancer.,J A Roth;E N Atkinson;F Fossella;R Komaki;M Bernadette Ryan;J B Putnam;J S Lee;H Dhingra;L De Caro;M Chasen;W K Hong,1998-07-01,344.0,8.227,Published before 2000
P50CA058223,9794178,"Age at menarche, time to regular cycling, and breast cancer (North Carolina, United States).",B Rockhill;P G Moorman;B Newman,1998-08-01,32.0,0.891,Published before 2000
P50CA070907,9794233,Mutation analysis of the PTEN/MMAC1 gene in lung cancer.,E Forgacs;E J Biesterveld;Y Sekido;K Fong;S Muneer;I I Wistuba;S Milchgrub;R Brezinschek;A Virmani;A F Gazdar;J D Minna,1998-09-24,170.0,2.978,Published before 2000
P50CA070907,9796701,Homozygous deletions at 3p12 in breast and lung cancer.,V Sundaresan;G Chung;A Heppell-Parton;J Xiong;C Grundy;I Roberts;L James;A Cahn;A Bench;J Douglas;J Minna;Y Sekido;M Lerman;F Latif;J Bergh;H Li;N Lowe;D Ogilvie;P Rabbitts,1998-10-01,93.0,1.571,Published before 2000
P50CA070907,9796705,Identification of two distinct tumor-suppressor loci on the long arm of chromosome 10 in small cell lung cancer.,S K Kim;J Y Ro;B L Kemp;J S Lee;T J Kwon;W K Hong;L Mao,1998-10-01,43.0,0.732,Published before 2000
