pmid,geo_id,coreproject
11381269,,P50CA062924
11387367,,U01CA069853
11385514,,R21CA088365
11389052,,P50CA062924
11389090,,P50CA070907
11390535,,P50CA062924
11390655,,P50CA058223
11390984,,P50CA070907
11399443,,P50CA058223
11401310,,U01CA062505
11403303,,R33CA086340
11410492,,U01CA062505
11415490,,P50CA058223
11410495,,U01CA062490
11420703,,R33CA083219
11425221,,R21CA086340
11429448,,R43CA094404
11431719,,P50CA062924
11432620,,U01CA069912
11432621,,U10CA031946
11432631,,U01CA069912
11432882,,U24CA055727
11444807,,R21CA083232
11457921,,R33CA103455
11458812,,U10CA031946
11459866,,U24CA086368
11459869,,P50CA070907
11464283,,P50CA092629
11459996,,U01CA062505
11464291,,P50CA070907
11466671,,U10CA031946
11468148,,U10CA031946
11470909,,R21CA088327
11476231,,R21CA086340
11479207,,P50CA070907
11479891,,P50CA070907
11488520,,U01CA062505
11489804,,U01CA070095
11489806,,U01CA062502
11494132,,P50CA070907
11504743,,U10CA031946
11520734,,R21CA086248
11521227,,P50CA092629
11524584,,P50CA062924
11526225,,P50CA070907
11533645,,R21CA086132
11551406,,U10CA031946
11555582,,U10CA031946
11559209,,U01CA062502
11555607,,P50CA070907
11559528,,P50CA062924
11560288,,P50CA058223
11569887,,U01CA062505
11571629,,P50CA092629
11572412,,U54CA118638
11578935,,R33CA089810
11581659,,P50CA062924
11585723,,P50CA062924
11585760,,U10CA031946
11592347,,U01CA069912
11592777,,P50CA062924
11593436,,P50CA070907
11595684,,U01CA062502
11595694,,U01CA070095
11597799,,P50CA092629
11598267,,P50CA062924
11600602,,U10CA031946
11605184,,P50CA070907
11668624,,P50CA062924
11678307,,P50CA058223
11679188,,U10CA031946
11691795,,P50CA062924
11687699,,R21CA088365
11691816,,P50CA070907
11693898,,U01CA062505
11696422,,P50CA062924
11696814,,P50CA092629
11698130,,U24CA076518
11704325,,P50CA092629
11705845,,U01CA062487
11705849,,U01CA062491
11709705,,P50CA092629
11707601,,U10CA031946
11717452,,P50CA070907
11718660,,P50CA058223
11719355,,U24CA076518
11721901,,R33CA089810
11720437,,P50CA070907
11724950,,P50CA062924
11728186,,R41CA081825
11731440,,P50CA062924
11733352,,P50CA062924
11738556,,R33CA088347
11740998,,U01CA062505
11746267,,P50CA092629
11750093,,R33CA088303
11751230,,R33CA083219
11751476,,P50CA062924
11754110,,P50CA062924
11756769,,P50CA062924
11761451,,U01CA062490
11764071,,P50CA062924
11764539,,U01CA086400
11765069,,P50CA070907
11777673,,P50CA058223
11786403,,P50CA062924
11786397,,P50CA062924
11790211,,U10CA031946
11795428,,P50CA070907
11801543,,U01CA062491
11812860,,R21CA086305
11815975,,U10CA031946
11821455,,U10CA031946
11821456,,U24CA076518
11821507,,P50CA062924
11821866,,R21CA081653
11826285,,P50CA070907
11830538,,P50CA062924
11832455,,R33CA088365
11838682,,R21CA086340
11839649,,P50CA070907
11839651,,U01CA062490
11839684,,R21CA088364
11844514,,P50CA062924
11848418,,R33CA083219
11848412,,R21CA083220
11848723,,U10CA031946
11850789,,P50CA070907
11854390,,U10CA031946
11854602,,P50CA070907
11857298,,U10CA031946
11861270,,U24CA076518
11863364,,P50CA070907
11867767,,P50CA062924
11872143,,R33CA083219
11857292,,R33CA088347
11872646,,R41CA083369
11878811,,R33CA089828
11880636,,P50CA062924
11890325,,P50CA062924
11891193,,P50CA062924
11894020,,U01CA062505
11895900,,U01CA069912
11896111,,U24CA055727
11896120,,U01CA069912
11904375,,P50CA070907
11911416,,U01CA069912
11912167,,P50CA062924
11901922,,P50CA070907
11919066,,P50CA058223
11920286,,P50CA062924
11920786,,U24CA055727
11921175,,P50CA058223
11921176,,P50CA058223
11921271,,U10CA031946
11921399,,R33CA088365
11923135,,U10CA031946
11929815,,P50CA058223
11932472,,P50CA062924
11939869,,U24CA055727
11943709,,P50CA062924
11943721,,P50CA062924
11945121,,R21CA088343
11950919,,P50CA062924
11951977,,R21CA086340
11960383,,P50CA070907
11959119,,R33CA088347
11962331,,R33CA088258
11971195,,P50CA070907
11980673,,P50CA070907
11990381,,U01CA069852
12000709,,P50CA062924
11960385,,P50CA062924
12003192,,U01CA062487
12006505,,U10CA031946
12009952,,R21CA088365
12011120,,U10CA031946
12011121,,U10CA031946
12011222,,U01CA062502
12012609,,P50CA070907
12023117,,R33CA086364
12036948,,P50CA092629
12038753,,R21CA086340
12056703,,U01CA076576
12064365,,U24CA076518
12067610,,R21CA083220
12067994,,P50CA070907
12074161,,P50CA070907
12075701,,P50CA070907
12082016,,P50CA062924
12082532,,P50CA070907
12082623,,P50CA070907
12083920,,R33CA086364
12085234,,P50CA070907
12086887,,P50CA070907
12088200,,U54CA118638
12090425,,P50CA062924
12093903,,R33CA088326
12093945,,U24CA055727
12094104,,P50CA058223
12101420,,P50CA070907
12097290,,P50CA062924
12105864,,P50CA062924
12107213,,U24CA055727
12109856,,P50CA062924
12111104,,U01CA069852
12111696,,R44CA099126
12114420,,U01CA062491
12114432,,U01CA062505
12114433,,P50CA070907
12114441,,P50CA070907
12116168,,R21CA083220
12117758,,R33CA088303
12119002,,R41CA083369
12119292,,R33CA089828
12123704,,R44CA081835
12124324,,P50CA070907
12127531,,R33CA088343
12133727,,R33CA083208
12133903,,R33CA103455
12133994,,P50CA058223
12134617,,P50CA062924
12136241,,R33CA086248
12161654,,R33CA083208
12139239,,R33CA086136
12146961,,P50CA070907
12162677,,P50CA062924
12169675,,P50CA070907
12169684,,R33CA086135
12170767,,P50CA062924
12170765,,P50CA070907
12170779,,P50CA062924
12171878,,U01CA069852
12173324,,U01CA062505
12177096,,U10CA031946
12176997,,P50CA092629
12183410,,P50CA062924
12183620,,P50CA062924
12188259,,R33CA088365
12188882,,R21CA094392
12192641,,R21CA086248
12196509,,R33CA089810
12192322,,P50CA062924
12199598,,R21CA086340
12200358,,U24CA076518
12201492,,U01CA069912
12203978,,R33CA088365
12209013,,P50CA070907
12209681,,U10CA031946
12214307,,P50CA062924
12216736,,R33CA086340
12223426,,P50CA058223
12225999,,U10CA031946
12228197,,U01CA062490
12228198,,U01CA062461
12228199,,U01CA062461
12228200,,U01CA062461
12228208,,U10CA031946
12231170,,P50CA092629
12231521,,U10CA031946
12231536,,P50CA092629
12231542,,P50CA070907
12231543,,P50CA070907
12234982,,R41CA083369
12234983,,R41CA083369
12235006,,P50CA062924
12235088,,P50CA062924
12240405,,R21CA088343
12242729,,R21CA086365
12298083,,R33CA086340
12325027,,R21CA083220
12351594,,P50CA092629
12362274,,P50CA070907
12353253,,R33CA088303
12370922,,R33CA088365
12370753,,U10CA031946
12372746,,U01CA076576
12376143,,R41CA083369
12377659,,U01CA069912
12384551,,P50CA070907
12377962,,U10CA031946
12385037,,R33CA089706
12385455,,U10CA031946
12387838,,R33CA088303
12393427,,U24CA076518
12389007,,U24CA055727
12393493,,U01CA076576
12393519,,R33CA088303
12393520,,R33CA097513
12393590,,U10CA031946
12393746,,U10CA031946
12394768,,U01CA086402
12398190,,P50CA070907
12398194,,R33CA083219
12401908,,P50CA070907
12398889,,P50CA070907
12401909,,P50CA092629
12410018,,P50CA058223
12413464,,P50CA070907
12414502,,P50CA062924
12414619,,R33CA083208
12414622,,P50CA092629
12414638,,P50CA070907
12414658,,R33CA089829
12419364,,R33CA088343
12426227,,R33CA088365
12429629,,P50CA092629
12424110,,P50CA070907
12429740,,R33CA089828
12431974,,U24CA055727
12432281,,P50CA062924
12432559,,P50CA070907
12433679,,R33CA097513
12436452,,U24CA055727
12438737,,R33CA088258
12441325,,R21CA097527
12446840,,P50CA062924
12446467,,R21CA083220
12443019,,R33CA086243
12451470,,U01CA076576
12451473,,U01CA062491
12455028,,P50CA070907
12456505,,U24CA076518
12456791,,P50CA092629
12458975,,P50CA092131
12459009,,P50CA070907
12459374,,P50CA070907
12458011,,R33CA092725
12459735,,R44CA088391
12460918,,P50CA070907
12461783,,R33CA094441
12465451,,R33CA089833
12466971,,P50CA070907
12467239,,P50CA070907
12468436,,U10CA031946
12471176,,P50CA070907
12472596,,U24CA076518
12473581,,U10CA031946
12475693,,P50CA092629
12477483,,R33CA088347
12479701,,P50CA070907
12488329,,P50CA092629
12489076,,R21CA086340
12496492,,P50CA062924
12495134,,U01CA086400
12496745,,U01CA069852
12498197,,R21CA086370
12498714,,R21CA094393
12501816,,P50CA070907
12507225,,P50CA070907
12511585,,P50CA070907
12524552,,R44CA083396
12525509,,U24CA055727
12525513,,U01CA062491
12527785,,P50CA070907
12538459,,U01CA069912
12543103,,R33CA089706
12548572,,R33CA088303
12547808,,R21CA088335
12548573,,P50CA092629
12548609,,U24CA055727
12552619,,R33CA083219
12552623,,R33CA088303
12555074,,P50CA070907
12559178,,P50CA062924
12559179,,P50CA062924
12560440,,U10CA031946
12569127,,R33CA089810
12569560,,R21CA088198
12565998,,R21CA091216
12569614,,U24CA055727
12570156,,R33CA089807
12574499,,P50CA062924
12576823,,P50CA092629
12584574,,P50CA070907
12586796,,U10CA031946
12586811,,U24CA055727
12591989,,P50CA062924
12591722,,P50CA070907
12591958,,R33CA089810
12592330,,U10CA031946
12599229,,P50CA092629
12600942,,R33CA094393
12603129,,R33CA089810
12604128,,U01CA062505
12607607,,R33CA103455
12615714,,P50CA062924
12616528,,P50CA070907
12620409,,U10CA031946
12618377,,R21CA083220
12621132,,U10CA031946
12625702,,R33CA086364
12627512,,U10CA031946
12629353,,P50CA092131
12629521,,P50CA070907
12637460,,U10CA031946
12641273,,P50CA070907
12641470,,R21CA088335
12644542,,R21CA097527
12643902,,R33CA088343
12644981,,U01CA062487
12646935,,U10CA031946
12647314,,R33CA088343
12651607,200003654,P50CA062924
12651616,,P50CA092629
12654308,,R33CA088347
12655442,,U01CA062505
12655561,,P50CA062924
12657276,,P50CA070907
12659264,,R33CA088303
12663709,,U10CA031946
12663727,,U24CA055727
12668137,,P50CA070907
12670912,,U10CA031946
12673124,,P50CA062924
12682253,,P50CA058223
12684418,,P50CA062924
12694720,,R21CA094356
12691141,,U10CA031946
12692102,,U10CA031946
12695855,,U01CA069856
12699023,,P50CA070907
12702533,,U01CA069853
12702759,,P50CA092629
12703826,,R21CA088343
12706181,,U24CA086368
12707025,,R33CA091435
12718541,,R33CA089833
12714585,,P50CA070907
12717392,,U01CA086400
12721252,,U01CA069912
12721260,,U10CA031946
12721259,,U10CA031946
12721762,,U01CA062505
12724318,,R33CA089837
12733147,,U10CA031946
12733155,,U24CA055727
12733468,,P50CA070907
12738854,,P50CA062924
12738242,,U01CA062505
12739061,,U01CA062487
12750167,,U10CA031946
12740351,,P50CA062924
12750283,,P50CA062924
12750561,,P50CA100707
12750565,,P50CA070907
12754303,,R21CA094378
12757377,,R33CA088365
12762450,,U24CA086368
12762451,,U24CA086368
12769675,,R43CA081835
12771131,,P50CA092629
12775765,,P50CA092629
12775841,,R44CA088391
12778007,,R21CA095941
12782599,,R33CA083219
12785850,,R33CA086364
12786798,,U24CA076518
12792919,,P50CA092629
12788648,,P50CA092629
12795531,,U01CA062487
12796369,,U01CA062461
12795532,,U01CA070095
12800194,,P50CA070907
12809522,,R33CA086364
12802286,,P50CA070907
12805325,,U10CA031946
12809895,,P50CA092131
12810333,,P50CA058223
12810631,,P50CA092629
12810643,,P50CA097257
12810677,,U24CA086368
12819009,,R33CA086305
12821310,,R21CA088351
12824367,,R21CA088351
12829800,200004382,P50CA058223
12829800,200004336,P50CA058223
12829800,200004335,P50CA058223
12831558,,R33CA094441
12833150,200007180,R33CA094407
12842082,,P50CA098131
12842085,,P50CA062924
12852473,,U24CA055727
12846420,,P50CA058223
12853973,200007274,R33CA094407
12855642,,P50CA062924
12855654,,P50CA092131
12856001,,P50CA070907
12859031,,P50CA058223
12860942,,U01CA062491
12857956,,P50CA062924
12860943,,U10CA031946
12861065,,P50CA062924
12865927,,P50CA062924
12867608,,P50CA062924
12872228,,R33CA086340
12869408,,P50CA070907
12873151,,R33CA089828
12873992,,R33CA097527
12874019,,R33CA097527
12874021,,P50CA062924
12874863,,R21CA084704
12878857,,P50CA062924
12881371,,U01CA069912
12893748,,U24CA076518
12902985,,P50CA062924
12906916,,U01CA070095
12909356,,P50CA070907
12910244,,P50CA062924
12910510,,U10CA031946
12912953,,P50CA070907
12914671,,R33CA089829
12915456,,R33CA094407
12920849,,R33CA088365
12920848,,R33CA088365
12925502,,U24CA086368
12926082,,P50CA092629
12928346,,P50CA070907
12927430,,P50CA070907
12938148,,U01CA062505
12941841,,P50CA070907
12941840,,P50CA058223
12944921,,P50CA070907
12947060,,U24CA055727
12953345,,U01CA062502
12955390,,R21CA088365
12960116,,U01CA076576
12960422,,R33CA089810
12960427,200004268,R33CA089830
12960427,200004198,R33CA089830
12960427,200004197,R33CA089830
12963697,,U01CA069912
12964305,,R33CA088303
12964167,,R33CA088365
12964306,,R33CA088365
12964763,,R44CA094400
12966350,,P50CA062924
12970740,,P50CA070907
12975311,,R33CA081674
12975312,,R33CA081674
13679454,,P50CA062924
14500366,,P50CA070907
14500976,,R44CA088391
14501721,,P50CA092629
14501725,,P50CA092629
14506117,,U24CA055727
14506183,,R33CA089706
14506137,,P50CA070907
14508078,,P50CA070907
14508084,,P50CA098131
14508116,,R33CA094393
14514947,,P50CA070907
14508092,,P50CA062924
14516475,,R33CA092792
14520700,,P50CA070907
14522247,,P50CA070907
14522249,,P50CA070907
14522896,,P50CA092629
14522904,,P50CA070907
14522910,,P50CA092629
14522918,,P50CA070907
14523790,,U01CA062491
14525958,,P50CA092131
14523791,,U01CA069856
14528320,,P50CA070907
14531691,,R33CA089810
14532779,,P50CA092629
14551341,,U10CA031946
14555506,,U01CA062505
14555527,,P50CA092629
14555616,,P50CA092131
14557448,,U24CA055727
14559800,,P50CA100707
14559801,,R21CA094441
14560019,,P50CA092629
14561895,,P50CA092131
14569191,,U24CA055727
14562054,,P50CA070907
14570215,,R33CA086340
14571691,,U01CA099168
14572031,,R33CA091216
14574005,,P50CA062924
14575358,,P50CA058223
14578679,,U01CA062505
14581339,,P50CA070907
14581348,,U01CA062505
14581350,,P50CA092629
14581353,,U01CA086400
14593203,,R21CA092792
14595858,,R33CA086243
14601056,,P50CA070907
14604958,,U10CA031946
14605666,,P50CA070907
14612410,,P50CA098131
14613982,,P50CA070907
14613997,,U01CA062490
14627397,,R21CA088343
14614138,,U10CA031946
14629557,,R21CA094354
14630607,,U24CA055727
14630685,,U10CA031946
14633713,,P50CA092629
14634399,,P50CA092629
14637248,,R21CA088335
14640740,,R33CA086243
14643297,,P50CA097257
14645415,,P50CA098131
14643452,,P50CA070907
14645548,,P50CA092629
14647267,,U24CA076518
14647945,,R33CA086340
14652558,,P50CA062924
14652855,,U24CA076518
14654533,,P50CA070907
14654542,,P50CA062924
14654545,,U10CA031946
14654546,,P50CA070907
14657371,,P50CA062924
14659016,,P50CA097186
14665713,,R33CA088347
14667784,,R33CA088351
14670042,,R33CA089810
14676112,,U01CA062505
14676117,,U01CA062502
14679200,,R33CA089828
14684320,,R33CA086364
14688378,,P50CA092629
14688412,,R33CA088303
14688470,,P50CA062924
14695210,,P50CA097257
14695408,200000755,R33CA097513
14695408,200000754,R33CA097513
14695408,200000753,R33CA097513
14695408,531,R33CA097513
14697044,,R21CA086340
14703515,,P50CA098252
14701779,,U10CA031946
14695172,,P50CA062924
14704360,,P50CA062924
14706336,,P50CA062924
14707498,,U10CA031946
14709652,,U01CA086400
14711815,,P50CA100632
14714994,,R33CA086364
14715624,,P50CA100707
14715676,,P50CA092131
14715906,,R21CA099835
14716296,,P50CA062924
14716745,,P50CA092629
14719879,,R43CA091380
14717774,,U10CA031946
14722959,,R33CA086364
14722961,,R33CA089706
14726387,,P50CA100632
14726676,,U10CA031946
14726700,,P50CA062924
14729634,,R33CA088365
14734310,,P50CA070907
14734462,,P50CA070907
14734493,,P50CA098131
14739661,,U01CA062491
14739784,,P50CA062924
14743470,,P50CA092629
14745882,,U24CA055727
14749474,,P50CA100707
14749479,,P50CA070907
14750077,,U24CA076518
14750530,,P50CA058223
14757416,,R33CA088258
14757532,,R33CA089706
14760066,,U01CA062505
14763161,,P50CA100632
14763162,,P50CA100707
14766929,,R33CA089807
14767283,,P50CA092131
14769036,,R21CA091216
14769994,,R33CA097502
14871814,,P50CA062924
14871961,,P50CA062924
14871976,,R33CA086243
14960364,,U01CA086402
14960466,,P50CA070907
14961715,,R43CA092819
14961749,,R33CA086243
14961750,,R21CA094356
14963491,,R33CA094393
14966087,,U10CA031946
14967075,,U01CA062505
14972341,,R33CA088365
14973081,,P50CA092131
14972511,,P50CA092629
14973116,,P50CA098131
14975618,,U10CA031946
14973332,,P50CA100632
14976037,,U10CA031946
14981678,,P50CA062924
14982844,,P50CA062924
14989083,,P50CA062924
14990463,,R43CA091384
14990610,,P50CA097186
14992494,,R21CA088351
14998165,,R21CA086340
14998842,,U10CA031946
14999791,,P50CA070907
15001710,,R33CA088303
15004512,,P50CA100707
15006598,,P50CA070907
15006924,,P50CA097257
15006928,,P50CA062924
15007082,,P50CA070907
15007088,,U01CA069852
15008156,,R33CA086243
15012062,,R33CA097541
15013589,,U01CA062491
15014005,,P50CA070907
15014009,,P50CA062924
15014015,,U01CA069853
15016751,,P50CA070907
15016963,,P50CA062924
15017593,,P50CA062924
15018576,,R44CA099117
15020603,,U24CA055727
15020604,,U10CA031946
15020610,,U10CA031946
15026346,,P50CA092629
15026399,,P50CA092629
15038727,,P50CA092131
15039286,,U24CA076518
15044465,,P50CA098131
15043198,,P50CA097186
15044961,,P50CA092629
15045029,,P50CA098131
15048072,,P50CA092131
15048096,,P50CA070907
15048786,,R33CA088197
15048996,,R44CA082038
15050332,,P50CA092629
15051779,,U01CA069856
15051889,,P50CA070907
15052538,,P50CA098131
15053285,,U24CA055727
15055299,,R41CA083369
15057734,,P50CA062924
15059893,,R33CA089837
15059921,,P50CA062924
15062098,,P50CA098131
15068834,,U01CA086400
15069775,,U01CA062502
15070698,,P50CA100707
15070752,,P50CA092131
15073115,,P50CA062924
15073851,,U10CA031946
15076291,,P50CA092629
15077154,,P50CA070907
15078062,,U24CA055727
15080728,,R44CA094400
15082010,,U01CA086402
15084390,,U10CA031946
15084671,,P50CA062924
15087390,,P50CA097257
15090077,,R33CA092792
15095316,,P50CA070907
15090541,,P50CA092131
15096565,,U01CA086400
15100341,,U10CA031946
15102459,,R21CA086340
15102658,,U10CA031946
15105292,,R33CA097513
15107617,,P50CA062924
15108270,,R21CA102949
15108273,,R21CA094334
15113100,,R33CA086243
15122293,,R33CA097502
15123238,,R21CA088343
15123581,,P50CA062924
15123585,,R33CA088351
15123805,,R33CA089837
15124691,,U01CA076576
15125667,,R33CA086364
15126332,,P50CA062924
15126336,,U10CA031946
15126342,,P50CA070907
15126351,,P50CA070907
15129429,,P50CA092629
15126500,,P50CA098131
15130800,,P50CA070907
15130842,,P50CA070907
15136450,,P50CA070907
15136764,,P50CA062924
15138165,,U10CA031946
15139054,,U01CA062505
15140398,,R33CA088365
15141043,,U10CA031946
15142407,,R33CA088303
15143076,,U01CA062505
15142411,,R33CA088303
15144956,200000686,P50CA058223
15145163,,U10CA031946
15145177,,P50CA092629
15146327,,R21CA084704
15146909,,R33CA091216
15147377,,U24CA076518
15153806,,P50CA098252
15155950,,P50CA062924
15159304,,P50CA058223
15161712,,P50CA070907
15173063,,U01CA070095
15173071,,U01CA062487
15173352,,R33CA091358
15173955,,U01CA062505
15174060,,R44CA094400
15174514,,P50CA097257
15176052,,P50CA097186
15177041,,R41CA083369
15177467,,P50CA062924
15178790,,P50CA070907
15184995,,U01CA062505
15180681,,U24CA086368
15185007,,P50CA058223
15193255,,P50CA098131
15193259,,P50CA092131
15195144,,P50CA070907
15197203,,U10CA031946
15200121,,P50CA097257
15200949,,R33CA089810
15201999,,U10CA031946
15203795,,P50CA070907
15203796,,P50CA070907
15205342,,P50CA070907
15207009,,R33CA083219
15208189,,R33CA083219
15208675,,P50CA070907
15208682,,P50CA070907
15211478,,R44CA088684
15217492,,P50CA058223
15217514,,P50CA058223
15217830,,P50CA100707
15219164,,U54CA132383
15219942,,R21CA097511
15221777,,R33CA086135
15221990,,U54CA118948
15223952,,P50CA062924
15223964,,P50CA092629
15228330,,R33CA086285
15224285,,P50CA062924
15231753,,P50CA070907
15231670,,P50CA058223
15234957,,U54CA132383
15234045,,U01CA062491
15232106,,R21CA099191
15235824,,U01CA069852
15236435,,U01CA070095
15236976,,R33CA099835
15240671,,P50CA058223
15241836,,U10CA031946
15244422,,R33CA086364
15247716,,P50CA092629
15247719,,P50CA092131
15250760,,R33CA088303
15249584,,U10CA031946
15251940,,U01CA062505
15252303,,P50CA062924
15253446,,R33CA086135
15254419,,P50CA062924
15256439,,P50CA092629
15258593,,R33CA097528
15261574,,R33CA083219
15266335,,P50CA070907
15268628,,P50CA097257
15269129,,U01CA070095
15269805,,R43CA092819
15272417,,P50CA070907
15273288,,P50CA070907
15273396,,R33CA081674
15274004,,R21CA084704
15277238,,P50CA062924
15279715,,P50CA097257
15280203,,U24CA076518
15280533,,P50CA092629
15282323,,P50CA098131
15282325,,P50CA092131
15283590,,R33CA089810
15284006,,R33CA086243
15286780,,P50CA062924
15289501,,P50CA062924
15292716,,U01CA062461
15294979,,P50CA098252
15297311,200000628,R33CA094393
15297311,568,R33CA094393
15297406,,U01CA069853
15300853,,R33CA083220
15301880,,U10CA031946
15305341,,P50CA092629
15308571,,U10CA031946
15309633,,U54CA132383
15312765,,R21CA099835
15322319,,U01CA086402
15322568,,U24CA076518
15322858,,R33CA103455
15326380,,U10CA031946
15328174,200001319,P50CA058223
15329895,,U01CA086402
15329905,,U10CA031946
15330186,,P50CA070907
15331657,,P50CA062924
15334530,,U24CA055727
15337805,,U24CA055727
15338010,,P50CA092629
15338621,,R33CA088351
15340087,,P50CA098131
15342372,,P50CA100707
15342391,,P50CA092629
15342805,,U10CA031946
15350023,,U54CA096297
15351274,,P50CA062924
15356041,,U24CA055727
15356401,,U24CA055727
15359740,,R44CA099117
15361643,,U10CA031946
15361840,200000841,P50CA058223
15361840,893,P50CA058223
15361840,892,P50CA058223
15362030,,U01CA086400
15365077,,U24CA076518
15368330,,U10CA031946
15368334,,U24CA055727
15368474,,P50CA092131
15374952,,P50CA070907
15378738,,R43CA099103
15379856,,U54CA132383
15380591,,U24CA055727
15383790,,U10CA031946
15384423,,R33CA086364
15384972,,UM1CA097452
15378479,,P50CA062924
15385632,,P50CA098131
15447010,,R33CA083219
15447996,,U01CA076576
15448004,,P50CA092629
15448028,,P50CA101942
15448190,,P50CA058223
15452235,,P50CA098252
15459393,,P50CA092131
15465869,,R41CA103120
15464447,,P50CA070907
15466373,,R33CA086243
15466186,,P50CA062924
15466981,,P50CA097186
15467436,,P50CA062924
15471900,,P50CA070907
15471951,,P50CA100707
15471990,,P50CA062924
15472730,,R33CA099246
15473694,,P50CA062924
15474431,,P50CA058223
15475387,,R44CA081965
15475446,,P50CA092629
15475438,,U01CA069853
15477757,,P50CA062924
15481459,,R21CA086285
15483672,,P50CA100632
15486071,,U24CA076518
