SRP_ERP_ID,PMIDs,PMID_Count,study_title,study_description,organism,study_type,platform,run_count,total_size,study_publication_date
SRP222365,31748606,1,,,,,,,,
SRP222507,31668803,1,,,,,,,,
SRP222533,31907277,1,,,,,,,,
SRP222785,31747605,1,,,,,,,,
SRP222828,39773984,1,,,,,,,,
SRP222839,39773984,1,,,,,,,,
SRP222870,31821784,1,,,,,,,,
SRP222871,31821784,1,,,,,,,,
SRP222942,31931431,1,,,,,,,,
SRP222971,34261293,1,,,,,,,,
SRP223246,33188776,1,,,,,,,,
SRP223440,35650266,1,,,,,,,,
SRP223612,32594908,1,,,,,,,,
SRP223887,40114214,1,,,,,,,,
SRP223891,33708626,1,,,,,,,,
SRP223931,31619387,1,,,,,,,,
SRP223942,32211329,1,,,,,,,,
SRP224302,32265227,1,,,,,,,,
SRP224309,40114214,1,,,,,,,,
SRP224571,31712311; 38481314,2,,,,,,,,
SRP224585,31772025,1,,,,,,,,
SRP224613,31935372,1,,,,,,,,
SRP224615,32265227,1,,,,,,,,
SRP224749,31744829,1,,,,,,,,
SRP225079,31935372,1,,,,,,,,
SRP225104,32142794,1,,,,,,,,
SRP225109,31641080,1,,,,,,,,
SRP225227,33378675,1,,,,,,,,
SRP225230,33378675,1,,,,,,,,
SRP225807,32051414,1,,,,,,,,
SRP226106,32747783,1,,,,,,,,
SRP226107,32747783,1,,,,,,,,
SRP226195,31915380,1,,,,,,,,
SRP226321,32984844,1,,,,,,,,
SRP226381,32086381,1,,,,,,,,
SRP226434,31809739,1,,,,,,,,
SRP226588,35383235,1,,,,,,,,
SRP226622,31937348,1,,,,,,,,
SRP226727,39404772,1,,,,,,,,
SRP226817,31924475,1,,,,,,,,
SRP226833,31953400; 34163028; 35127252; 36754452,4,,,,,,,,
SRP226854,32376773,1,,,,,,,,
SRP226891,31988246,1,,,,,,,,
SRP227117,32049048,1,,,,,,,,
SRP227118,32352380,1,,,,,,,,
SRP227198,33059736,1,,,,,,,,
SRP227199,33059736,1,,,,,,,,
SRP227201,33059736,1,,,,,,,,
SRP227278,33569544,1,,,,,,,,
SRP227370,32488030,1,,,,,,,,
SRP227377,32619424,1,,,,,,,,
SRP227557,35613278,1,,,,,,,,
SRP227894,35357919,1,,,,,,,,
SRP227931,32393832,1,,,,,,,,
SRP227937,31871155,1,,,,,,,,
SRP228608,32350277,1,,,,,,,,
SRP228819,31940495,1,,,,,,,,
SRP229111,35104863,1,,,,,,,,
SRP229118,32744500,1,,,,,,,,
SRP229421,31932695,1,,,,,,,,
SRP229422,31932695,1,,,,,,,,
SRP229485,31949145,1,,,,,,,,
SRP229593,34731634,1,,,,,,,,
SRP229736,32101728,1,,,,,,,,
SRP229744,32732867,1,,,,,,,,
SRP229952,32057297,1,,,,,,,,
SRP229996,31827286,1,,,,,,,,
SRP230181,32513898,1,,,,,,,,
SRP230212,32251410,1,,,,,,,,
SRP230216,32329713,1,,,,,,,,
SRP230217,32329713,1,,,,,,,,
SRP230390,33112233,1,,,,,,,,
SRP230392,33112233,1,,,,,,,,
SRP230614,31875554,1,,,,,,,,
SRP230616,31875554,1,,,,,,,,
SRP230629,31875554,1,,,,,,,,
SRP231169,31974159,1,,,,,,,,
SRP233190,32457396,1,,,,,,,,
SRP233371,31883795,1,,,,,,,,
SRP233384,36575212,1,,,,,,,,
SRP233494,32585597,1,,,,,,,,
SRP233502,31912614,1,,,,,,,,
SRP233585,32127472,1,,,,,,,,
SRP234523,33730585,1,,,,,,,,
SRP234524,33730585,1,,,,,,,,
SRP234566,34011400,1,,,,,,,,
SRP234577,33730585,1,,,,,,,,
SRP234715,32610081,1,,,,,,,,
SRP234722,32051003,1,,,,,,,,
SRP234745,31995767,1,,,,,,,,
SRP234834,31860405,1,,,,,,,,
SRP235120,32025000,1,,,,,,,,
SRP235221,32086391,1,,,,,,,,
SRP235285,33542078,1,,,,,,,,
SRP235293,31548395,1,,,,,,,,
SRP235547,32633781,1,,,,,,,,
SRP236882,31881074,1,,,,,,,,
SRP236894,32868927,1,,,,,,,,
SRP237268,31881074,1,,,,,,,,
SRP237314,33626345,1,,,,,,,,
SRP237758,33159050,1,,,,,,,,
SRP237953,34101624,1,,,,,,,,
SRP237956,32585597,1,,,,,,,,
SRP237960,32858886,1,,,,,,,,
SRP238213,33569544,1,,,,,,,,
SRP238215,33569544,1,,,,,,,,
SRP238263,32463822,1,,,,,,,,
SRP238439,32633781,1,,,,,,,,
SRP238461,32179749,1,,,,,,,,
SRP238470,32142667,1,,,,,,,,
SRP238483,33574613,1,,,,,,,,
SRP238490,31164374,1,,,,,,,,
SRP238508,35882235,1,,,,,,,,
SRP238563,33876749,1,,,,,,,,
SRP238840,31941995,1,,,,,,,,
SRP239126,31973890,1,,,,,,,,
SRP239130,33708626,1,,,,,,,,
SRP239222,33741908,1,,,,,,,,
SRP239223,33741908,1,,,,,,,,
SRP239224,33741908,1,,,,,,,,
SRP239279,33477536,1,,,,,,,,
SRP239280,32585597,1,,,,,,,,
SRP239556,32819190,1,,,,,,,,
SRP239597,33402390,1,,,,,,,,
SRP239882,34663921,1,,,,,,,,
SRP240350,33299181,1,,,,,,,,
SRP240551,32352029,1,,,,,,,,
SRP240895,32409593,1,,,,,,,,
SRP240924,33741908,1,,,,,,,,
SRP241207,32265227,1,,,,,,,,
SRP241634,32966340,1,,,,,,,,
SRP241849,32461639,1,,,,,,,,
SRP241958,32179749,1,,,,,,,,
SRP242206,32352029,1,,,,,,,,
SRP242216,33005010,1,,,,,,,,
SRP242232,34548310,1,,,,,,,,
SRP242235,32434218,1,,,,,,,,
SRP242471,32179749,1,,,,,,,,
SRP242580,32426372,1,,,,,,,,
SRP242603,32461639,1,,,,,,,,
SRP242645,32123114,1,,,,,,,,
SRP242699,32814826,1,,,,,,,,
SRP243450,32565737; 37386030,2,,,,,,,,
SRP243638,33795875,1,,,,,,,,
SRP243766,33443130,1,,,,,,,,
SRP243944,33239787,1,,,,,,,,
SRP244101,32603362; 34222014,2,,,,,,,,
SRP244245,33046520,1,,,,,,,,
SRP244262,32142731,1,,,,,,,,
SRP244435,32668236,1,,,,,,,,
SRP244436,32668236,1,,,,,,,,
SRP244437,32668236,1,,,,,,,,
SRP244459,32310225,1,,,,,,,,
SRP244706,32579974,1,,,,,,,,
SRP244707,32579974,1,,,,,,,,
SRP245346,32873799,1,,,,,,,,
SRP245433,32848246; 36596305,2,,,,,,,,
SRP245436,32848246; 36596305,2,,,,,,,,
SRP245603,32956836,1,,,,,,,,
SRP245604,32956836,1,,,,,,,,
SRP245855,35145086,1,,,,,,,,
SRP245965,35104452,1,,,,,,,,
SRP246236,32675324,1,,,,,,,,
SRP246665,33203851,1,,,,,,,,
SRP246691,32842875,1,,,,,,,,
SRP246912,32842875,1,,,,,,,,
SRP246948,32633781,1,,,,,,,,
SRP247183,32589720,1,,,,,,,,
SRP247196,33199492,1,,,,,,,,
SRP247476,38811727,1,,,,,,,,
SRP247494,33053355,1,,,,,,,,
SRP247504,32675368,1,,,,,,,,
SRP247628,32506995,1,,,,,,,,
SRP247629,32506995,1,,,,,,,,
SRP247646,32284588; 37173324,2,,,,,,,,
SRP247679,34270926,1,,,,,,,,
SRP247681,34270926,1,,,,,,,,
SRP247924,32068780,1,,,,,,,,
SRP247989,34479963,1,,,,,,,,
SRP247994,35657352,1,,,,,,,,
SRP248271,32426372,1,,,,,,,,
SRP248375,35657352,1,,,,,,,,
SRP248376,35657352,1,,,,,,,,
SRP249306,29581135,1,,,,,,,,
SRP249372,32068780,1,,,,,,,,
SRP249373,32068780,1,,,,,,,,
SRP249552,32573490,1,,,,,,,,
SRP249696,32292401,1,,,,,,,,
SRP249697,32292401,1,,,,,,,,
SRP249698,32292401,1,,,,,,,,
SRP249756,33205055,1,,,,,,,,
SRP249916,32632238,1,,,,,,,,
SRP250163,32584883,1,,,,,,,,
SRP250282,33059440,1,,,,,,,,
SRP250299,32601203,1,,,,,,,,
SRP250538,32828819,1,,,,,,,,
SRP250539,32828819,1,,,,,,,,
SRP250540,32828819,1,,,,,,,,
SRP250706,34662808,1,,,,,,,,
SRP250795,32971831,1,,,,,,,,
SRP250812,33656539,1,,,,,,,,
SRP250852,35707543,1,,,,,,,,
SRP250864,35733248,1,,,,,,,,
SRP250872,32265226,1,,,,,,,,
SRP250873,32265226,1,,,,,,,,
SRP250874,32265226,1,,,,,,,,
SRP250957,32828819,1,,,,,,,,
SRP250975,33899001,1,,,,,,,,
SRP251354,32220884,1,,,,,,,,
SRP251391,33945523,1,,,,,,,,
SRP251452,33854239,1,,,,,,,,
SRP251532,32358191,1,,,,,,,,
SRP251558,32369572,1,,,,,,,,
SRP251884,33707235,1,,,,,,,,
SRP251887,32213861,1,,,,,,,,
SRP251889,32839551,1,,,,,,,,
SRP251921,33854239,1,,,,,,,,
SRP251926,34903738,1,,,,,,,,
SRP251986,32581358,1,,,,,,,,
SRP252078,32839551,1,,,,,,,,
SRP252131,32184294,1,,,,,,,,
SRP252138,32620764,1,,,,,,,,
SRP252202,33093149,1,,,,,,,,
SRP252213,33259802,1,,,,,,,,
SRP252361,33536615,1,,,,,,,,
SRP252454,32312993,1,,,,,,,,
SRP252462,33158848,1,,,,,,,,
SRP252467,33158848,1,,,,,,,,
SRP252471,33158848,1,,,,,,,,
SRP252552,33483601,1,,,,,,,,
SRP252753,33649601,1,,,,,,,,
SRP252995,35657353,1,,,,,,,,
SRP253043,33875663,1,,,,,,,,
SRP253044,33875663,1,,,,,,,,
SRP253079,35657353,1,,,,,,,,
SRP253110,32482868,1,,,,,,,,
SRP253336,32224866,1,,,,,,,,
SRP253428,32460015; 33658518; 34244513,3,,,,,,,,
SRP253474,34138753,1,,,,,,,,
SRP253514,33626321,1,,,,,,,,
SRP253645,33539787,1,,,,,,,,
SRP253665,33531372,1,,,,,,,,
SRP253682,32785680,1,,,,,,,,
SRP253911,32380981,1,,,,,,,,
SRP254230,33568644,1,,,,,,,,
SRP254303,32571799,1,,,,,,,,
SRP254484,32706839,1,,,,,,,,
SRP254655,32589943,1,,,,,,,,
SRP254656,32499547,1,,,,,,,,
SRP254667,32706839,1,,,,,,,,
SRP254671,32589943,1,,,,,,,,
SRP254798,32532924,1,,,,,,,,
SRP254892,34145028,1,,,,,,,,
SRP254893,34145028,1,,,,,,,,
SRP254894,34145028,1,,,,,,,,
SRP254950,37957324,1,,,,,,,,
SRP254951,37957324,1,,,,,,,,
SRP255001,32376656,1,,,,,,,,
SRP255006,32679108,1,,,,,,,,
SRP255049,35931676,1,,,,,,,,
SRP255156,34258103,1,,,,,,,,
SRP255157,34258103,1,,,,,,,,
SRP255183,32295767,1,,,,,,,,
SRP255477,32381040,1,,,,,,,,
SRP255505,33497366,1,,,,,,,,
SRP255626,34320363,1,,,,,,,,
SRP255700,33299191; 37034672,2,,,,,,,,
SRP255744,34011560,1,,,,,,,,
SRP255745,34011560,1,,,,,,,,
SRP255872,33299191; 37034672,2,,,,,,,,
SRP255945,32573499,1,,,,,,,,
SRP255973,39091833,1,,,,,,,,
SRP256199,32355025,1,,,,,,,,
SRP256219,34331993,1,,,,,,,,
SRP256245,35314801,1,,,,,,,,
SRP256257,33471819,1,,,,,,,,
SRP256354,33508001,1,,,,,,,,
SRP256385,34535769,1,,,,,,,,
SRP256386,34535769,1,,,,,,,,
SRP256445,33148611,1,,,,,,,,
SRP256451,33446567,1,,,,,,,,
SRP256493,32603362,1,,,,,,,,
SRP256920,33975634; 38652658,2,,,,,,,,
SRP256930,33335088,1,,,,,,,,
SRP257500,35672415,1,,,,,,,,
SRP257564,33242395; 37948511,2,,,,,,,,
SRP257565,33242395; 37948511,2,,,,,,,,
SRP257566,33242395; 37948511,2,,,,,,,,
SRP257567,33242395; 37948511,2,,,,,,,,
SRP257568,33242395; 37948511,2,,,,,,,,
SRP257569,33242395; 37948511,2,,,,,,,,
SRP257571,33242395; 37948511,2,,,,,,,,
SRP257572,33242395; 37948511,2,,,,,,,,
SRP257687,32868907,1,,,,,,,,
SRP257688,32868907,1,,,,,,,,
SRP257689,32868907,1,,,,,,,,
SRP257690,32868907,1,,,,,,,,
SRP257754,39301750,1,,,,,,,,
SRP257861,32393731,1,,,,,,,,
SRP257873,32512818,1,,,,,,,,
SRP257944,34748223,1,,,,,,,,
SRP257960,32882403,1,,,,,,,,
SRP258033,34016693,1,,,,,,,,
SRP258036,34016693,1,,,,,,,,
SRP258037,34016693,1,,,,,,,,
SRP258163,33318173,1,,,,,,,,
SRP258284,33536620,1,,,,,,,,
SRP258289,33053355,1,,,,,,,,
SRP258324,35921474,1,,,,,,,,
SRP258680,34279223,1,,,,,,,,
SRP258718,32945258,1,,,,,,,,
SRP258723,32989253,1,,,,,,,,
SRP258732,34016693,1,,,,,,,,
SRP258741,33510451,1,,,,,,,,
SRP258747,33741943; 33846360,2,,,,,,,,
SRP258859,33536620,1,,,,,,,,
SRP259168,34792530,1,,,,,,,,
SRP259185,32699215,1,,,,,,,,
SRP259187,32699215,1,,,,,,,,
SRP259357,34077722,1,,,,,,,,
SRP259644,32699215,1,,,,,,,,
SRP259921,32999459,1,,,,,,,,
SRP259924,32999459,1,,,,,,,,
SRP259925,32999459,1,,,,,,,,
SRP259933,32647134,1,,,,,,,,
SRP259934,36692218,1,,,,,,,,
SRP259935,36692218,1,,,,,,,,
SRP259936,32647134,1,,,,,,,,
SRP260016,33589424,1,,,,,,,,
SRP260017,33589424,1,,,,,,,,
SRP260020,33589424,1,,,,,,,,
SRP260021,33589424,1,,,,,,,,
SRP260049,34011560,1,,,,,,,,
SRP260050,34011560,1,,,,,,,,
SRP260110,34792530,1,,,,,,,,
SRP260113,34792530,1,,,,,,,,
SRP260229,35354951,1,,,,,,,,
SRP260292,35354951,1,,,,,,,,
SRP260299,35354951,1,,,,,,,,
SRP260315,32484965,1,,,,,,,,
SRP260412,34061819,1,,,,,,,,
SRP260500,34061819,1,,,,,,,,
SRP260821,32531207,1,,,,,,,,
SRP260994,33436409,1,,,,,,,,
SRP261076,34329586,1,,,,,,,,
SRP261099,34011631,1,,,,,,,,
SRP261100,34011631,1,,,,,,,,
SRP261101,34011631,1,,,,,,,,
SRP261162,36572998,1,,,,,,,,
SRP261255,33178188,1,,,,,,,,
SRP261327,32727902,1,,,,,,,,
SRP261351,34818047,1,,,,,,,,
SRP261423,32407979,1,,,,,,,,
SRP261509,32668236,1,,,,,,,,
SRP261510,32668236,1,,,,,,,,
SRP261562,32743071,1,,,,,,,,
SRP261871,32675368,1,,,,,,,,
SRP261886,32701512,1,,,,,,,,
SRP261909,35880301,1,,,,,,,,
SRP262034,33334821,1,,,,,,,,
SRP262035,33334821,1,,,,,,,,
SRP262036,33334821,1,,,,,,,,
SRP262151,34016693,1,,,,,,,,
SRP262218,33178188,1,,,,,,,,
SRP262314,33762728,1,,,,,,,,
SRP262322,40124988,1,,,,,,,,
SRP262344,33890574,1,,,,,,,,
SRP262512,34381210,1,,,,,,,,
SRP262640,32680952,1,,,,,,,,
SRP262642,36325065,1,,,,,,,,
SRP262644,36325065,1,,,,,,,,
SRP262645,36325065,1,,,,,,,,
SRP262989,32579974,1,,,,,,,,
SRP263460,33173156,1,,,,,,,,
SRP264810,32816858,1,,,,,,,,
SRP264830,32887696,1,,,,,,,,
SRP264831,32887696,1,,,,,,,,
SRP264845,35217604,1,,,,,,,,
SRP264911,35896549,1,,,,,,,,
SRP264912,35896549,1,,,,,,,,
SRP264913,35896549,1,,,,,,,,
SRP264983,32816858,1,,,,,,,,
SRP264999,33451979,1,,,,,,,,
SRP265090,34939038,1,,,,,,,,
SRP265145,33184234,1,,,,,,,,
SRP265179,32579974,1,,,,,,,,
SRP265248,34939038,1,,,,,,,,
SRP265314,32661362,1,,,,,,,,
SRP265390,33184234,1,,,,,,,,
SRP265453,33691136,1,,,,,,,,
SRP265464,33691136,1,,,,,,,,
SRP265498,34939038,1,,,,,,,,
SRP265519,33170805,1,,,,,,,,
SRP265521,33497366,1,,,,,,,,
SRP265561,33602823,1,,,,,,,,
SRP265660,34529939,1,,,,,,,,
SRP265661,34529939,1,,,,,,,,
SRP265663,34529939,1,,,,,,,,
SRP266023,32699215,1,,,,,,,,
SRP266106,34433297,1,,,,,,,,
SRP266161,33482121,1,,,,,,,,
SRP266200,32968068; 35759011,2,,,,,,,,
SRP266202,32743071,1,,,,,,,,
SRP266239,33422939,1,,,,,,,,
SRP266342,33422939,1,,,,,,,,
SRP266790,35221336,1,,,,,,,,
SRP266811,33170805,1,,,,,,,,
SRP266822,32957776,1,,,,,,,,
SRP266970,32859606,1,,,,,,,,
SRP266977,32690540,1,,,,,,,,
SRP266979,33468559,1,,,,,,,,
SRP267123,35474218,1,,,,,,,,
SRP267125,35474218,1,,,,,,,,
SRP267182,34131071,1,,,,,,,,
SRP267494,32759296,1,,,,,,,,
SRP267730,33229459,1,,,,,,,,
SRP267827,33284110,1,,,,,,,,
SRP268138,34818047,1,,,,,,,,
SRP268341,34529939,1,,,,,,,,
SRP268384,34378358,1,,,,,,,,
SRP268591,33542242,1,,,,,,,,
SRP268665,35614362,1,,,,,,,,
SRP268846,34011560,1,,,,,,,,
SRP268850,34011560,1,,,,,,,,
SRP268852,33468559,1,,,,,,,,
SRP268946,38372707,1,,,,,,,,
SRP268983,37909041,1,,,,,,,,
SRP269010,33972549,1,,,,,,,,
SRP269209,33020472,1,,,,,,,,
SRP269226,33292639,1,,,,,,,,
SRP269262,32723837,1,,,,,,,,
SRP269428,35468964,1,,,,,,,,
SRP269431,35468964,1,,,,,,,,
SRP269434,32785680,1,,,,,,,,
SRP269511,34112755,1,,,,,,,,
SRP269600,35196489,1,,,,,,,,
SRP269753,32844992,1,,,,,,,,
SRP269957,33357439,1,,,,,,,,
SRP270222,32699033,1,,,,,,,,
SRP270318,34078620,1,,,,,,,,
SRP270319,34078620,1,,,,,,,,
SRP270660,33268511,1,,,,,,,,
SRP270818,33521702,1,,,,,,,,
SRP270819,33521702,1,,,,,,,,
SRP271143,32857953,1,,,,,,,,
SRP271144,32999459,1,,,,,,,,
SRP271149,33854880; 37691128,2,,,,,,,,
SRP271239,33930309,1,,,,,,,,
SRP271459,32690724,1,,,,,,,,
SRP271485,35479397,1,,,,,,,,
SRP271486,35479397,1,,,,,,,,
SRP271637,34731634,1,,,,,,,,
SRP271638,34731634,1,,,,,,,,
SRP271639,33045922,1,,,,,,,,
SRP271640,34731634,1,,,,,,,,
SRP271642,34731634,1,,,,,,,,
SRP271730,33045922,1,,,,,,,,
SRP271993,33654205,1,,,,,,,,
SRP271994,33654205,1,,,,,,,,
SRP272032,33654205,1,,,,,,,,
SRP272126,33896016,1,,,,,,,,
SRP272134,33835023,1,,,,,,,,
SRP272155,35303054,1,,,,,,,,
SRP272156,35303054,1,,,,,,,,
SRP272212,33536616,1,,,,,,,,
SRP272416,34473231,1,,,,,,,,
SRP272471,33047672,1,,,,,,,,
SRP272473,33176163,1,,,,,,,,
SRP272488,32826231,1,,,,,,,,
SRP272604,34282330,1,,,,,,,,
SRP272605,34282330,1,,,,,,,,
SRP272607,34282330,1,,,,,,,,
SRP272632,33147444,1,,,,,,,,
SRP272649,33561389,1,,,,,,,,
SRP272682,33147444,1,,,,,,,,
SRP272683,33147444,1,,,,,,,,
SRP272711,36288692,1,,,,,,,,
SRP273011,33110069,1,,,,,,,,
SRP273044,32371478,1,,,,,,,,
SRP273076,34108682,1,,,,,,,,
SRP273096,34836966,1,,,,,,,,
SRP273136,33215611,1,,,,,,,,
SRP273178,33335088,1,,,,,,,,
SRP273339,33053333,1,,,,,,,,
SRP273703,35294258,1,,,,,,,,
SRP273725,35589842,1,,,,,,,,
SRP273739,33398183,1,,,,,,,,
SRP273997,33149299,1,,,,,,,,
SRP274133,33601339,1,,,,,,,,
SRP274143,37086018,1,,,,,,,,
SRP274160,37086018,1,,,,,,,,
SRP274357,34077540,1,,,,,,,,
SRP274372,34533562,1,,,,,,,,
SRP274385,32839292,1,,,,,,,,
SRP274389,34211180,1,,,,,,,,
SRP274630,34425866,1,,,,,,,,
SRP275628,32947124,1,,,,,,,,
SRP275646,33149299,1,,,,,,,,
SRP275827,35177654,1,,,,,,,,
SRP275828,35177654,1,,,,,,,,
SRP275831,34016693,1,,,,,,,,
SRP275832,34016693,1,,,,,,,,
SRP276051,38307029,1,,,,,,,,
SRP276053,38307029,1,,,,,,,,
SRP276056,38307029,1,,,,,,,,
SRP276464,34525351,1,,,,,,,,
SRP276619,36473845,1,,,,,,,,
SRP276642,32744500,1,,,,,,,,
SRP276855,33045061,1,,,,,,,,
SRP276887,33953401,1,,,,,,,,
SRP276909,34518534,1,,,,,,,,
SRP276969,36883564,1,,,,,,,,
SRP277175,35196484,1,,,,,,,,
SRP277187,36411318,1,,,,,,,,
SRP277218,35657353,1,,,,,,,,
SRP277339,33207188,1,,,,,,,,
SRP277341,34101617,1,,,,,,,,
SRP277348,33152263,1,,,,,,,,
SRP277424,34006870,1,,,,,,,,
SRP277538,32703985,1,,,,,,,,
SRP277568,34599169,1,,,,,,,,
SRP277569,34599169,1,,,,,,,,
SRP277570,34599169,1,,,,,,,,
SRP277925,34426439,1,,,,,,,,
SRP277945,36749798,1,,,,,,,,
SRP278189,33239785,1,,,,,,,,
SRP278516,35197580,1,,,,,,,,
SRP278518,33065030,1,,,,,,,,
SRP278608,36906109,1,,,,,,,,
SRP278609,36906109,1,,,,,,,,
SRP278821,34731632,1,,,,,,,,
SRP278830,34293352,1,,,,,,,,
SRP279024,33158848,1,,,,,,,,
SRP279191,36008423,1,,,,,,,,
SRP279192,36008423,1,,,,,,,,
SRP279303,34911936,1,,,,,,,,
SRP279304,34911936,1,,,,,,,,
SRP279305,34911936,1,,,,,,,,
SRP279318,34493732,1,,,,,,,,
SRP279319,34493732,1,,,,,,,,
SRP279472,32818241,1,,,,,,,,
SRP279506,33445170,1,,,,,,,,
SRP279578,33402335,1,,,,,,,,
SRP279608,32948672,1,,,,,,,,
SRP279623,33242395; 37948511,2,,,,,,,,
SRP279627,33257795,1,,,,,,,,
SRP279735,34145248,1,,,,,,,,
SRP279983,33536615,1,,,,,,,,
SRP280141,33429428,1,,,,,,,,
SRP280538,35385733,1,,,,,,,,
SRP282058,34381026,1,,,,,,,,
SRP282457,34911936,1,,,,,,,,
SRP282477,33301708,1,,,,,,,,
SRP282480,33301708,1,,,,,,,,
SRP282484,33301708,1,,,,,,,,
SRP282564,33184234,1,,,,,,,,
SRP282565,33947861,1,,,,,,,,
SRP282573,35579355; 37193066,2,,,,,,,,
SRP282817,33357452,1,,,,,,,,
SRP282821,33357452,1,,,,,,,,
SRP282878,33958486,1,,,,,,,,
SRP283434,33947861,1,,,,,,,,
SRP283454,33947861,1,,,,,,,,
SRP283998,33947861,1,,,,,,,,
SRP284272,34193412,1,,,,,,,,
SRP284880,33782087,1,,,,,,,,
SRP285005,34810213,1,,,,,,,,
SRP285126,33469025,1,,,,,,,,
SRP285135,33432170,1,,,,,,,,
SRP285290,33651880,1,,,,,,,,
SRP285328,36544023,1,,,,,,,,
SRP285329,36544023,1,,,,,,,,
SRP285426,34312180,1,,,,,,,,
SRP285528,33318037,1,,,,,,,,
SRP285529,33318037,1,,,,,,,,
SRP285530,33318037,1,,,,,,,,
SRP285593,33837131; 36669472,2,,,,,,,,
SRP285649,34731610,1,,,,,,,,
SRP285686,33367832,1,,,,,,,,
SRP285763,34171263,1,,,,,,,,
SRP285892,33589820,1,,,,,,,,
SRP285919,33152323,1,,,,,,,,
SRP285920,33152323,1,,,,,,,,
SRP285927,34767785,1,,,,,,,,
SRP285944,34095869,1,,,,,,,,
SRP285996,33208554,1,,,,,,,,
SRP285997,33208554,1,,,,,,,,
SRP285998,33208554,1,,,,,,,,
SRP286004,33208554,1,,,,,,,,
SRP286202,32575908,1,,,,,,,,
SRP286356,33795875,1,,,,,,,,
SRP286779,33651880,1,,,,,,,,
SRP286808,34103681,1,,,,,,,,
SRP286932,33597266,1,,,,,,,,
SRP287022,36170819,1,,,,,,,,
SRP287023,36170819,1,,,,,,,,
SRP287024,36170819,1,,,,,,,,
SRP287497,36911698,1,,,,,,,,
SRP287552,33310900,1,,,,,,,,
SRP287793,33397688,1,,,,,,,,
SRP287835,35301312,1,,,,,,,,
SRP287837,34568834,1,,,,,,,,
SRP287877,34772733,1,,,,,,,,
SRP287878,34772733,1,,,,,,,,
SRP287879,34772733,1,,,,,,,,
SRP287880,34772733,1,,,,,,,,
SRP288040,35612556,1,,,,,,,,
SRP288178,33950553,1,,,,,,,,
SRP288190,35301312,1,,,,,,,,
SRP288209,36367776,1,,,,,,,,
SRP288281,33264598,1,,,,,,,,
SRP288295,33854239,1,,,,,,,,
SRP288305,33431692,1,,,,,,,,
SRP288317,33950553,1,,,,,,,,
SRP288362,36253572,1,,,,,,,,
SRP288374,36253572,1,,,,,,,,
SRP288385,34778803,1,,,,,,,,
SRP288463,33980863,1,,,,,,,,
SRP288466,33980863,1,,,,,,,,
SRP288473,33127746,1,,,,,,,,
SRP288590,33229459,1,,,,,,,,
SRP288628,36253572,1,,,,,,,,
SRP288771,33555093,1,,,,,,,,
SRP289463,34969824,1,,,,,,,,
SRP289469,34016956,1,,,,,,,,
SRP289478,34016956,1,,,,,,,,
SRP289483,34016956,1,,,,,,,,
SRP289516,33737461,1,,,,,,,,
SRP289540,33303586,1,,,,,,,,
SRP289719,33724955,1,,,,,,,,
SRP289769,34520730,1,,,,,,,,
SRP290276,38429478,1,,,,,,,,
SRP290685,33878299,1,,,,,,,,
SRP290686,33878299,1,,,,,,,,
SRP290695,34049975,1,,,,,,,,
SRP290743,33271120,1,,,,,,,,
SRP290744,33271120,1,,,,,,,,
SRP290849,33980863,1,,,,,,,,
SRP291010,33452106,1,,,,,,,,
SRP291024,33878291,1,,,,,,,,
SRP291271,34518527,1,,,,,,,,
SRP291283,33436641,1,,,,,,,,
SRP291314,33218969,1,,,,,,,,
SRP291683,34671158,1,,,,,,,,
SRP291684,34671158,1,,,,,,,,
SRP291685,34671158,1,,,,,,,,
SRP291800,33878291,1,,,,,,,,
SRP291987,37086018,1,,,,,,,,
SRP291991,37086018,1,,,,,,,,
SRP291993,33878299,1,,,,,,,,
SRP292142,34992246,1,,,,,,,,
SRP292168,33218188,1,,,,,,,,
SRP292221,36516778,1,,,,,,,,
SRP292279,33495232,1,,,,,,,,
SRP292300,33472616,1,,,,,,,,
SRP292321,37129971,1,,,,,,,,
SRP292343,33436641,1,,,,,,,,
SRP292363,33479121,1,,,,,,,,
SRP292387,34228762,1,,,,,,,,
SRP292388,34228762,1,,,,,,,,
SRP292395,33619278,1,,,,,,,,
SRP292473,33904395,1,,,,,,,,
SRP292529,33904395,1,,,,,,,,
SRP292585,33589527,1,,,,,,,,
SRP292688,33827814,1,,,,,,,,
SRP292689,33827814,1,,,,,,,,
SRP292710,34236315,1,,,,,,,,
SRP292712,34236315,1,,,,,,,,
SRP292714,34236315,1,,,,,,,,
SRP292884,34236315,1,,,,,,,,
SRP292886,34236315,1,,,,,,,,
SRP292912,35021081,1,,,,,,,,
SRP292937,33753926,1,,,,,,,,
SRP292954,34890234,1,,,,,,,,
SRP292955,34890234,1,,,,,,,,
SRP292958,34890234,1,,,,,,,,
SRP292967,33741710,1,,,,,,,,
SRP293089,35361883,1,,,,,,,,
SRP293138,34591094,1,,,,,,,,
SRP293153,34795032,1,,,,,,,,
SRP293265,33782098,1,,,,,,,,
SRP293277,35058622,1,,,,,,,,
SRP293493,34033968,1,,,,,,,,
SRP293634,34210682,1,,,,,,,,
SRP293646,33785741; 36071171,2,,,,,,,,
SRP293765,33382968,1,,,,,,,,
SRP293781,34836971,1,,,,,,,,
SRP293819,33357464,1,,,,,,,,
SRP293844,35679869,1,,,,,,,,
