PMID,SRA_IDs,SRP_ERP_IDs
20456363,,
20457609,,
20457748,,
20457813,,
20457926,,
20457943,,
20458053,,
20458059,,
20458087,,
20458209,,
20459792,,
20459795,,
20460459,,
20460480,,
20460505,,
20460509,,
20460513,,
20460527,,
20460632,,
20460644,,
20462952,,
20463068,,
20461076,,
20463309,,
20463599,,
20463593,,
20463673,,
20463761,,
20466132,,
20466451,,
20466532,,
20467576,,
20470420,,
20470890,,
20470966,,
20472173,,
20472436,,
20472680,,
20473855,,
20473884,,
20473903,,
20473883,,
20478272,,
20478068,,
20473920,,
20478425,,
20478521,,
20478582,,
20479226,,
20478587,,
20482849,,
20479710,,
20479284,,
20482871,,
20483791,,
20484045,,
20484173,,
20484175,,
20484271,,
20484954,,
20486176,,
20486182,,
20488958,,
20489079,,
20489150,,
20490801,,
20494219,,
20493857,,
20494234,,
20495366,,
20495381,,
20495550,,
20495622,,
20496897,,
20501613,,
20501631,,
20501764,,
20501843,,
20501850,,
20502619,,
20503394,,
20504919,,
20505790,,
20504932,,
20506037,,
20506146,,
20507214,,
20507306,,
20507599,,
20507905,,
20510605,,
20508983,,
20511166,,
20511484,,
20511393,,
20512113,,
20512419,,
20513136,,
20513409,,
20513472,,
20515758,,
20513473,,
20516126,,
20516195,,
20516370,,
20517306,,
20516438,,
20517308,,
20518023,,
20519398,,
20519503,,
20520043,,
20519952,,
20520798,,
20520800,,
20521348,,
20521230,,
20521394,,
20522709,,
20523115,,
20524042,,
20525694,,
20525756,,
20525923,,
20527013,,
20528877,,
20526739,,
20530238,,
20530315,,
20530575,,
20530236,,
20530583,,
20530877,,
20531290,,
20531304,,
20531308,,
20533499,,
20534341,,
20534489,8317276,SRP296181
20533547,,
20534738,,
20534793,,
20535150,,
20535591,,
20535209,,
20535652,,
20537601,,
20537906,,
20538014,,
20538542,,
20538804,,
20538816,,
20539070,,
20539120,,
20540569,,
20540006,,
20541024,,
20541129,,
20541539,,
20541583,,
20541700,,
20541943,,
20542254,,
20543858,,
20543966,,
20545825,,
20546701,,
20546805,,
20547105,,
20547223,,
20547836,,
20548103,,
20548940,,
20551052,,
20551310,,
20551303,,
20551831,,
20551958,,
20551834,,
20553071,,
20554045,,
20554051,,
20554524,,
20554717,,
20554749,,
20554942,,
20554945,,
20555022,,
20555315,,
20556227,,
20557306,,
20558104,,
20560986,,
20561505,,
20561604,,
20562184,,
20562185,,
20562186,,
20562188,,
20562187,,
20562191,,
20562192,,
20562209,,
20562827,,
20562849,,
20562906,,
20562851,,
20564074,,
20564137,,
20564154,,
20564272,,
20564339,,
20564628,,
20564751,,
20564465,,
20565745,,
20566788,,
20567074,,
20567920,,
20567775,,
20567171,,
20568250,,
20569215,,
20570902,,
20570910,,
20571931,,
20572008,,
20569696,,
20572021,,
20572190,,
20573232,,
20573345,,
20573638,,
20573930,,
20574020,,
20574820,,
20577877,,
20578139,,
20578722,,
20578830,,
20579941,109121; 109170; 109171; 109172; 109173; 109174; 109175; 109176; 109177; 109178; 109179; 109180; 109181; 109182; 109183; 109184; 109185; 109186; 109187; 109188; 109189; 109190; 109191; 109192; 109193; 109194; 109195; 109196,SRP005908
20579950,,
20581058,,
20581313,,
20581448,,
20581469,,
20581835,,
20581867,,
20583133,,
20583134,,
20583754,,
20583924,,
20584323,,
20584535,,
20584559,,
20585448,109121; 109170; 109171; 109172; 109173; 109174; 109175; 109176; 109177; 109178; 109179; 109180; 109181; 109182; 109183; 109184; 109185; 109186; 109187; 109188; 109189; 109190; 109191; 109192; 109193; 109194; 109195; 109196,SRP005908
20585471,,
20585571,,
20586112,,
20587404,,
20587662,,
20587664,,
20587703,,
20587786,,
20588164,,
20588178,,
20589162,,
20589651,,
20589834,,
20589486,,
20590124,,
20590552,,
20590543,,
20590682,,
20591477,,
20591991,,
20592016,,
20592015,,
20592278,,
20592709,,
20592562,,
20592711,,
20593002,,
20593313,,
20593466,,
20593469,,
20593836,,
20594348,,
20595512,,
20595914,,
20597072,,
20597107,,
20597134,,
20598684,,
20598728,,
20598742,,
20600105,,
20600260,,
20600629,,
20602108,,
20602400,,
20602484,,
20603105,,
20603830,,
20604775,,
20605874,,
20606035,,
20606088,,
20606036,,
20605442,,
20606091,,
20606093,,
20606092,,
20606094,,
20606164,,
20608696,,
20607855,,
20609404,,
20610415,,
20610277,,
20610546,,
20610813,,
20610628,,
20615138,,
20615241,,
20615629,,
20615884,,
20615885,,
20615970,,
20616384,,
20616810,,
20617511,,
20617924,,
20619389,,
20619761,,
20621039,,
20622897,,
20624269,,
20624457,,
20624890,,
20624904,,
20625453,,
20625469,,
20627999,,
20628004,,
20628530,,
20628878,,
20629513,,
20629914,,
20629992,,
20630084,,
20630766,,
20630824,,
20631075,,
20631080,,
20631155,,
20631304,,
20630094,,
20631379,,
20631635,,
20632111,,
20633145,,
20633800,,
20633640,,
20634316,,
20634481,,
20634803,,
20634992,,
20635390,,
20636049,,
20636062,,
20636078,,
20637198,,
20637823,,
20639214,,
20639488,,
20639760,,
20640223,,
20643434,,
20643813,,
20644156,,
20644082,,
20644255,,
20644256,,
20644471,,
20644517,,
20644572,,
20644708,,
20647327,,
20647397,,
20647405,,
20647569,,
20647906,,
20648014,,
20648537,,
20648557,,
20649978,,
20650959,,
20651054,,
20651070,,
20651610,,
20651630,,
20651736,,
20652519,,
20653396,,
20652490,,
20655566,,
20655585,,
20653964,,
20655758,,
20656046,,
20656931,,
20656964,,
20658475,,
20658531,,
20658546,,
20658945,,
20658952,,
20659495,,
20659574,,
20659835,,
20660640,,
20660780,,
20660376,,
20661011,,
20661131,,
20661233,,
20661264,,
20661439,,
20662484,,
20662590,,
20662647,,
20663900,,
20663906,,
20663904,,
20663909,20016; 20017; 20018; 20019; 20020; 20021; 20022,SRP002206
20664173,,
20663945,,
20664357,,
20664359,,
20664446,,
20664589,,
20664723,,
20665473,,
20665500,,
20667736,,
20668009,,
20668078,,
20668228,,
20668363,,
20668481,,
20668531,,
20668658,,
20668669,,
20670138,,
20670885,,
20671118,,
20671124,,
20671152,19510; 19511; 19513; 19514; 19516; 19518; 19519; 24407; 24408; 25573; 25574; 25575; 25576; 25577; 25578; 25579; 25580; 25581; 25582; 25583; 25584; 25585; 25586; 25587; 25588; 25589; 25590; 25591; 25592; 25593; 25594,SRP002152
20671189,,
20672016,,
20673133,,
20673780,,
20674756,,
20674758,,
20675267,,
20675939,,
20675944,,
20675946,,
20676074,,
20675948,,
20677402,,
20679344,,
20679594,,
20679598,,
20679618,,
20679881,,
20680492,,
20681011,,
20681585,,
20681800,,
20681801,,
20681802,,
20682250,,
20682317,,
20683441,,
20684737,,
20685183,,
20685577,,
20686406,,
20686640,,
20686660,,
20687201,,
20687218,,
20687228,,
20687938,,
20687227,,
20688393,,
20688564,,
20689511,,
20689769,,
20690061,,
20691107,,
20691165,,
20692374,,
20692651,,
20693685,,
20693738,,
20693840,,
20693844,,
20693984,,
20694264,,
20696137,,
20696662,,
20696899,,
20696958,,
20697030,,
20697069,,
20697078,,
20697379,,
20697785,,
20698792,,
20699126,,
20699227,,
20699418,,
20699439,,
20700438,,
20699457,,
20700484,,
20700496,,
20700512,,
20702627,,
20701443,,
20702730,,
20703939,,
20704311,,
20705055,,
20705338,,
20705576,,
20705755,,
20708594,,
20706986,,
20709644,,
20706209,,
20708638,,
20709906,,
20711169,,
20711193,,
20711537,,
20712019,,
20713299,,
20713409,,
20713615,,
20713525,,
20715995,,
20716593,,
20716667,,
20716718,,
20717109,,
20719886,,
20718755,,
20719934,,
20720185,,
20720457,,
20721749,,
20725726,,
20725776,,
20725997,,
20726711,,
20726723,,
20726733,,
20726949,,
20726977,,
20729216,,
20729476,,
20727668,,
20729477,,
20730623,,
20730797,,
20729852,,
20731705,,
20733530,,
20733533,,
20733549,,
20733950,,
20734041,,
20735170,,
20736317,,
20736330,,
20736745,,
20736841,,
20736856,,
20736920,,
20736944,,
20737576,,
20738155,,
20739049,,
20738309,,
20739081,,
20739886,,
20739907,,
20739953,,
20740048,,
20740053,,
20795545,,
20795788,,
20798009,,
20798195,,
20798231,,
20798787,,
20799509,,
20799510,,
20799511,,
20799514,,
20799512,,
20799516,,
20799522,,
20799835,,
20799881,,
20800216,,
20802038,,
20800565,,
20805315,,
20805366,,
20805442,,
20805450,,
20805509,,
20806154,,
20806264,,
20806366,,
20807497,,
20807803,,
20808298,,
20808342,,
20808308,,
20808760,,
20810277,,
20810605,,
20811626,,
20812144,,
20811992,,
20812256,,
20812782,,
20813000,,
20813035,,
20813197,,
20813803,,
20813756,,
20813864,,
20816579,,
20813897,,
20816614,,
20816963,,
20817010,,
20817111,,
20817775,,
20817880,,
20818175,,
20820899,,
20820901,,
20820910,,
20821343,,
20822342,,
20822910,,
20822947,,
20823035,,
20823146,,
20823210,,
20823219,,
20823415,,
20823556,,
20824062,,
20824104,,
20824708,,
20825127,,
20825305,,
20826094,,
20826337,,
20826719,,
20826828,,
20826837,,
20827488,,
20827717,,
20828161,,
20827746,,
20828777,,
20829050,,
20830334,,
20829328,,
20831893,,
20833311,,
20833377,,
20833363,,
20833970,,
20834228,,
20834240,,
20836009,,
20837533,,
20837693,,
20837717,,
20837842,,
20837947,,
20837957,,
20837992,,
20838873,,
20839028,,
20839342,,
20841391,,
20841507,,
20842052,,
20842054,,
20842140,,
20842526,,
20843027,,
20842115,,
20843820,,
20843935,,
20844001,,
20844036,,
20844761,,
20846682,,
20846923,,
20847046,,
20846947,,
20847263,,
20847342,,
20848399,,
20848591,,
20849288,,
20849361,,
20850841,,
20851134,,
20851208,,
20851533,,
20851870,,
20852631,,
20852632,,
20852633,,
20852801,,
20853317,,
20853850,,
20854191,,
20854223,,
20855472,,
20855560,,
20855820,,
20856903,,
20856924,,
20858725,,
20858744,,
20858840,,
20859116,,
20859118,,
20859194,,
20860019,,
20859258,,
20860038,,
20860039,,
20860375,,
20860651,,
20861790,,
20861284,,
20861793,,
20862750,,
20863081,,
20863232,,
20863721,,
20864041,,
20864470,,
20864719,,
20864727,,
20865051,,
20869347,,
20870028,,
20870468,,
20870725,,
20871215,,
20871260,,
20871216,,
20871263,,
20871745,,
20871595,,
20871782,,
20872890,,
20872958,,
20874650,,
20875115,,
20875202,,
20875397,,
20875418,,
20875704,,
20876136,,
20876141,,
20876232,,
20876420,,
20876234,,
20876541,,
20876796,,
20876799,,
20877336,,
20878979,,
20878064,,
20878981,,
20880796,,
20880361,,
20880847,,
20880956,,
20881882,,
20882108,,
20883755,,
20884248,,
20884293,,
20884892,,
20885433,,
20885957,,
20886188,,
20886683,,
20886854,,
20887211,,
20890287,,
20890960,,
20919528,,
20920342,,
20920372,,
20920790,,
20921210,,
20921282,,
20921466,,
20921543,,
20921544,,
20922492,,
20922056,,
20922527,,
20922787,,
20923770,,
20923780,,
20924099,,
20924131,,
20924370,,
20924374,,
20925043,,
20925959,,
20926564,,
20926711,,
20926773,,
20927367,16299; 30268,SRP001736
20929226,,
20927778,,
20929883,,
20929901,,
20930042,,
20932433,,
20932672,,
20934432,,
20934509,,
20935156,,
20935164,,
20935254,,
20935265,,
20935482,,
20936324,,
20936528,,
20937629,,
20937703,,
20937824,,
20938086,,
20938089,,
20938673,,
20938713,,
20939768,,
20940121,,
20940199,,
20940416,,
20940653,,
20941095,,
20942910,,
20943619,,
20943965,,
20944079,,
20945390,,
20945498,,
20945991,,
20946965,,
20946655,,
20947070,,
20947453,,
20947516,,
20948441,,
20949095,,
20949561,,
20951078,,
20951589,,
20952022,,
20952028,,
20952033,,
20952055,,
20952518,,
20953139,,
20953247,,
20954335,,
20955263,,
20955586,,
20956803,,
20956953,,
20959092,,
20959354,,
20959442,,
20959485,,
20959500,,
20959611,,
20959814,,
20960192,,
20960235,,
20960353,,
20960504,,
20961428,,
20960520,,
20962156,,
20962158,,
20962299,,
20962620,,
20962848,,
20963754,,
20964196,,
20964293,,
20965561,,
20966126,,
20966166,,
20966547,,
20967331,,
20967872,,
20968293,,
20970030,,
20970427,,
20971192,,
20971808,,
20971884,,
20971950,,
20971952,,
20971955,,
20972333,,
20972334,,
20972433,,
20972585,,
20973793,,
20974797,,
20974554,,
20974908,,
20975063,,
20975604,,
20975848,,
20975849,,
20975985,,
20976003,,
20976048,,
20976449,,
20978095,,
20978178,,
20978189,,
20978193,,
20978285,,
20978347,,
20978481,,
20978357,,
20978513,,
20978853,,
20979060,,
20979450,,
20980181,,
20980440,,
20981102,,
20981112,,
21030030,,
21030068,,
21030562,,
21030603,,
21031001,,
21033665,,
21033700,,
21034841,,
21034832,,
21034842,,
21035184,,
21035439,,
21036793,,
21037023,,
21037025,,
21037082,,
21037116,,
21037086,,
21037117,,
21037224,,
21039338,,
21041670,,
21042276,,
21042582,,
21042716,,
21043829,,
21045158,,
21045546,,
21046055,,
21047782,,
21047903,,
21047979,,
21048943,,
21049082,,
21050123,,
21051559,,
21052502,,
21055388,,
21055464,,
21056252,,
21057494,,
21057505,,
21058190,,
21059907,,
21059911,,
21059986,,
21059934,,
21060028,,
21060806,,
21060889,,
21061074,,
21062029,,
21062101,,
21062971,,
21062928,,
21062993,,
21068136,,
21063187,,
21070685,,
21070450,,
21068152,,
21070776,,
21070872,,
21070913,,
21070952,,
21071540,,
21072184,,
21072292,,
21072558,,
21072318,,
21073974,,
21074193,,
21074200,,
21074206,,
21074721,2496987; 2496988; 30785; 30786; 30787; 30788; 30789; 30790; 30791; 30792; 30793,SRP003411
21075054,,
21075312,,
21076035,,
21076392,,
21076412,,
21076460,,
21078790,,
21078168,,
21079133,,
21079141,,
21080622,,
21081656,,
21079150,,
21081657,,
21082038,,
21082039,,
21082921,,
21082990,,
21084490,,
21084556,,
21084962,,
21085194,,
21085597,,
21087481,,
21085615,,
21087485,,
21088149,,
21088497,,
21089066,,
21091093,,
21091116,,
21091656,,
21092177,,
21092195,,
21092299,,
21093474,,
21093898,,
21094160,,
21093899,,
21095055,,
21095162,,
21095241,,
21097674,,
21097776,,
21098272,,
21098448,,
21098631,,
21098636,,
21098663,,
21098698,,
21098728,,
21098758,,
21099110,,
21102338,,
21102417,,
21102427,,
21102438,,
21102451,,
21102457,,
21102637,,
21102590,,
21103341,,
21104117,,
21104130,,
21105043,,
21106711,,
21105670,,
21106724,,
21106727,,
21106733,,
21107022,,
21107093,,
21106735,,
21107320,,
21107348,,
21107767,,
21108475,,
21109158,,
21109922,,
21110760,,
21111622,,
21111858,,
21112127,,
21112280,,
21112496,,
21112773,,
21113082,,
21113235,,
21113663,,
21114484,,
21115010,,
21115653,,
21115742,,
21115855,,
21116187,,
21116994,,
21118086,,
21118092,,
21118965,,
21118973,,
21119108,,
21119090,,
21119596,,
21121224,,
21122898,,
21123373,,
21123808,,
21123821,,
21124077,,
21124306,,
21124727,,
21124782,,
21124858,,
21125319,,
21127047,,
21127175,,
21127342,,
21127511,,
21127809,,
21128028,,
21128241,,
21128599,,
21128743,,
21128770,,
21128798,,
21128800,,
21128805,,
21128812,,
21128808,,
21128977,,
21129411,,
21130417,,
21130561,,
21130752,,
21131594,,
21131600,,
21132006,,
21129982,,
21132113,,
21133727,,
21134384,,
21135273,,
21135504,,
21135856,,
21135965,,
21135976,,
21136598,,
21137027,,
21137049,,
21138872,,
21140203,,
21140452,,
21142863,,
21144559,,
21144973,,
21146531,,
21145972,,
21145094,,
21147609,,
21147047,,
21147690,,
21147885,,
21147899,,
21148072,,
21148122,,
21148161,,
21148295,,
21148123,,
21148613,,
21148756,,
21149252,,
21149273,30389; 30390; 30391; 30392,SRP003238
21149253,,
21149329,,
21149339,,
21149673,,
21149604,,
21150936,,
21151034,,
21151104,,
21151627,,
21152245,,
21152115,,
21152360,,
21152384,,
21153374,,
21153485,,
21154128,,
21153680,,
21155598,,
21155746,,
21155883,,
21156280,,
21156283,30417; 30418,SRP003320
21156288,,
21156462,,
21157382,,
21157429,,
21157437,,
21158563,,
21158936,,
21159603,,
21159610,,
21159626,,
21159638,,
21159816,,
21159642,,
21160427,,
21161341,,
21163870,,
21161944,,
21163902,,
21163925,,
21163936,,
21165786,,
21167529,,
21167737,,
21167853,,
21168406,,
21169255,,
21169257,,
21169259,,
21169414,,
21170380,,
21169536,,
21171016,,
21171110,,
21171109,,
21172079,,
21173034,,
21173166,39539; 39540; 39541,SRP004717
21174543,,
21172655,,
21173171,,
21175304,,
21175127,,
21174555,,
21177390,,
21177791,,
21177778,,
21178766,,
21179087,,
21179118,,
21179395,,
21179495,,
21179443,,
21181501,,
21179588,,
21182973,,
21183971,,
21182263,,
21185399,,
21185706,,
21186245,,
21186794,,
21187341,,
21187418,,
21187859,,
21187966,,
21189492,,
21190193,,
21191117,,
21191182,,
21191471,,
21191677,,
21192170,,
21192804,,
21193055,,
21193537,,
21194227,,
21194473,,
21195080,,
21194644,,
21195304,,
21195488,,
21196577,,
21196938,,
21197272,,
21198202,,
21198209,,
21199218,,
21199801,,
21200145,,
21203512,,
21205863,,
21208455,,
21208844,,
21208850,,
21208983,,
21209110,,
21209122,,
21209395,,
21209915,,
21210697,,
21211723,,
21211775,,
21212059,,
21212528,,
21212778,,
21212532,,
21214269,,
21214954,,
21215366,,
21215936,,
21216249,,
21216447,,
21216845,,
21217163,,
21217834,,
21219175,,
21220306,,
21220470,,
21220496,,
21221127,,
21222026,,
21222638,,
21222642,,
21223965,,
21224212,,
21224358,,
21224376,,
21226857,,
21227397,,
21227924,,
21228351,,
21228559,,
21228755,,
21233016,,
21233139,,
21233414,,
21233838,,
21235346,,
21234371,,
21235349,,
21237299,,
21239006,,
21239008,,
21239057,,
21239698,,
21241366,,
21241691,,
21241731,,
21241732,,
21241827,,
21242262,,
21244689,,
21245103,,
21245160,,
21245198,,
21245578,,
21245757,,
21245859,,
21246045,,
21246282,,
21246530,,
21246536,,
21247217,,
21247755,,
21247897,,
21247888,,
21248225,,
21248299,,
21248711,,
21248726,,
21248750,,
21250972,,
21252292,,
21252315,,
21252656,,
21251767,,
21252716,,
21252912,,
21253487,,
21254781,,
21255381,,
21256008,,
21256124,,
21256341,,
21256215,,
21256666,,
21256838,,
21257719,,
21257739,,
21257970,,
21258323,,
21257983,,
21258401,,
21258524,,
21258342,41746; 41748; 41755; 41762; 41781; 41782; 41804; 41805; 41806; 41807; 41808; 41809; 41811; 41812; 41813; 41814; 41815; 41816,SRP004871
21258721,,
21258973,,
21261280,,
21262843,,
21262951,,
21263099,,
21263155,,
21263244,,
21263352,,
21264207,,
21264347,,
21264909,,
21264920,,
21264939,,
21266357,,
21266383,,
21266470,,
21266520,,
21266523,,
21266530,,
21270144,,
21270253,,
21270441,,
21270442,,
21270648,,
21270654,,
21273189,,
21273506,,
21273604,,
21275338,,
21275630,,
21275758,,
21275903,,
21276850,,
21276237,,
21277409,,
21277376,,
21277810,,
21278158,,
21278196,,
21278245,,
21278329,,
21278353,,
21278746,,
21280589,,
21280613,,
21280672,,
21281227,,
21280917,,
21281571,,
21281710,,
21282450,,
21282551,,
21282563,,
21282648,,
21283731,,
21283776,,
21284048,,
21285413,,
21285676,,
21285945,,
21285960,,
21287223,,
21289071,,
21289202,,
21288909,,
21289245,,
21289252,,
21289309,,
21290163,,
21290202,,
21291260,,
21292511,,
21292786,,
21293027,,
21293193,,
21292980,,
21294244,,
21295388,,
21295586,,
21296675,,
21296751,,
21296752,,
21296872,,
21296895,,
21297128,,
21296998,,
21297422,,
21297643,,
21298077,,
21297667,,
21299220,,
21300029,,
21300883,,
21300923,,
21300924,,
21300984,,
21303615,,
21305028,,
21304000,,
21305058,,
21305379,,
21306129,,
21306997,,
21307087,,
21307149,,
21307340,,
21307659,,
21307934,49002; 49207; 49221; 49236; 49241; 49253; 49273; 49283; 49302; 49316; 49355; 49362; 49375; 49393,SRP005416
21308908,,
21310028,,
21310658,,
21309707,,
21310726,,
21310791,,
21310826,,
21310929,,
21312195,,
21315089,,
21315721,,
21316601,,
21317208,,
21317297,,
21317324,,
21317437,,
21317457,,
21318157,,
21319262,,
21320292,,
21319544,,
21320619,,
21321288,,
21321100,,
21321292,,
21321569,,
21322777,,
21322555,,
21323597,,
21324374,,
21324431,,
21324925,,
21323638,,
21325207,,
21325294,,
21325313,,
21325415,,
21325421,,
21325655,,
21327087,,
21325512,,
21327088,,
21327095,,
21327104,,
21328345,,
21328523,,
21329664,,
21330223,,
21330232,,
21330923,,
21330976,,
21331068,,
21331300,,
21332137,,
21332262,,
21332640,,
21335509,,
21335424,,
21335511,,
21337003,,
21336590,,
21337591,,
21338618,,
21338704,,
21339172,,
21339190,,
21339191,,
21339864,,
21341258,,
21341665,,
21341673,,
21341720,,
21341922,,
21343148,,
21343308,,
21343546,,
21343549,,
21343557,,
21343769,,
21344163,,
21344391,,
21344864,,
21346097,,
21345659,,
21346148,,
21346144,,
21346169,,
21346778,,
21347432,,
21348635,,
21349995,,
21350158,,
21350221,,
21350890,,
21351200,,
21351253,,
21352500,,
21352810,,
21353547,,
21353660,,
21354058,,
21355075,,
21355082,,
21355087,,
21355097,,
21355481,,
21356187,,
21356373,,
21356199,,
21357442,,
21357782,,
21358705,,
21358679,,
21358984,,
21359167,,
21359843,,
21360564,,
21360822,,
21361747,,
21362155,,
21362471,,
21362515,,
21363880,,
21363921,,
21364035,,
21365731,,
21366961,,
21366411,,
21367751,,
21367888,,
21367945,,
21368122,,
21368164,,
21368758,,
21368287,,
21370072,,
21370417,,
21370516,,
21371890,,
21371997,,
21372025,,
21372029,,
21373381,,
21372296,,
21374764,,
21376314,,
21375697,,
21378412,,
21378416,,
21380613,,
21381147,,
21380619,,
21381164,,
21381869,,
21383288,,
21383624,,
21383670,,
21384340,,
21383955,,
21384341,,
21384541,,
21384383,,
21385449,,
21385849,,
21385923,,
21385932,,
21385943,,
21387292,,
21386707,,
21387310,,
21387305,,
21387538,,
21388017,,
21388382,,
21389041,,
21389087,,
21389092,,
21390499,,
21392074,,
21392368,,
21392396,,
21393566,,
21394778,,
21394826,,
21396807,,
21396847,,
21397192,,
21397840,,
21399657,,
21400612,,
21402050,,
21402543,,
21402549,,
21402610,,
21402712,,
21402730,,
21402776,34416; 34417,SRP003791
21402740,,
21402804,,
21402871,,
21402890,,
21402921,,
21403403,,
21403648,,
21403396,,
21403840,,
21405967,,
21403843,,
21406336,,
21406549,,
21406718,,
21407185,,
21409596,,
21410247,,
21411439,,
21411808,,
21411970,,
21412070,,
21412236,,
21412454,,
21412757,,
21412933,,
21414769,,
21415041,,
21415356,,
21415357,,
21415359,,
21415361,,
21415483,,
21415896,,
21416001,,
21417216,,
21417827,,
21418175,,
21419241,,
21419342,,
21419439,,
21419442,,
21419672,,
21419768,,
21421449,,
21421565,,
21421854,,
21421804,,
21421844,,
21422278,,
21422422,,
21422355,,
21422431,,
21422438,,
21423564,,
21424449,,
21423999,,
21424597,,
21424744,,
21424820,,
21425139,,
21425146,,
21425388,,
21426159,,
21426160,,
21426557,,
21427168,,
21427231,74066; 74067,SRP006814
21427330,,
21427233,,
21427484,,
21427487,,
21427552,,
21427703,56000; 56001; 56002; 56003; 56004; 56005; 56006; 56007; 56008; 56009; 56010; 56011; 56012; 56013; 56014; 56015; 56016; 67060; 67061; 67062,SRP006001
21427728,,
21428769,,
21429280,,
21430070,,
21430072,,
21430111,,
21430269,,
21431740,,
21432865,,
21432867,,
21435101,,
21435434,,
21435585,,
21435901,,
21436045,,
21436054,,
21436456,,
21436588,,
21436589,,
21437268,,
21437228,,
21440464,,
21440548,,
21440654,,
21440986,,
21441118,,
21441963,,
21441965,,
21442180,,
21443195,,
21443691,,
21444075,,
21445346,,
21445943,,
21447610,,
21447777,,
21447778,,
21447807,,
21448168,,
21450467,,
21450548,,
21450994,,
21450999,,
21451576,,
21452853,,
21454129,,
21454450,,
21454451,,
21454559,,
21454882,,
21455171,,
21456968,,
21457163,,
21455671,,
21457523,,
21458265,,
21458986,,
21459002,,
21459050,,
21459816,,
21460841,,
21462302,,
21463128,,
21463133,,
21463194,,
21463591,,
21464040,,
21464372,,
21465145,,
21466360,,
21465170,,
21467229,,
21467241,,
21467234,,
21467936,,
21468039,,
21469142,,
21468305,,
21469201,,
21471403,,
21470416,,
21471564,,
21472002,,
21472708,,
21472849,,
21472850,,
21473527,,
21473875,,
21473953,,
21474403,,
21474540,,
21474552,,
21474779,,
21475200,,
21476810,,
21476833,,
21477940,,
21478551,,
21478699,,
21479034,,
21479131,,
21479242,,
21479315,,
21479572,,
21479634,,
21480239,,
21480330,,
21480392,,
21482100,,
21482675,,
21482676,,
21482696,,
21482737,,
21482794,,
21483020,,
21483021,,
21483023,,
21484777,,
21484780,,
21486047,,
21486523,,
21486861,,
21486978,,
21487016,,
21487066,,
21487108,,
21487324,,
21487419,,
21487444,,
21487725,,
21488893,,
21489219,,
21489305,,
21489716,,
21489993,,
21490182,,
21490751,,
21490919,,
21490448,,
21490975,,
21493066,,
21491493,,
21493797,,
21493801,,
21493420,,
21494688,,
21494371,,
21494838,,
21495177,,
21496834,,
21496447,,
21497290,,
21497503,,
21497565,,
21497989,,
21498393,,
21498400,,
21498525,,
21498667,,
21498673,,
21498675,,
21498721,,
21499127,,
21499128,,
21499130,,
21499238,,
21499247,,
21499250,,
21499264,,
21499296,,
21499524,,
21499893,,
21499930,,
21500339,,
21500122,,
21501385,,
21501490,,
21501625,,
21502136,,
21502403,,
21502409,,
21502546,,
21502630,,
21502415,,
21502744,,
21503272,,
21504061,,
21504160,,
21504287,,
21504557,,
21505562,,
21505567,,
21506544,,
21507478,,
21507503,,
21507561,,
21507707,,
21508125,,
21508421,,
21508983,,
21509774,,
21509901,,
21510650,,
21510666,,
21510904,,
21511180,,
21511880,,
21511891,,
21512033,,
21512133,,
21512144,,
21512415,,
21512783,,
21515588,,
21514634,,
21516120,,
21516303,,
21517900,,
21518243,,
21518904,,
21518955,,
21519790,,
21520164,,
21520400,,
21520042,,
21520832,,
21521557,,
21521654,,
21521745,,
21521777,,
21521850,,
21522500,,
21523269,,
21523594,,
21525416,,
21523734,,
21526359,,
21526653,,
21527516,,
21527577,,
21527582,,
21527583,,
21527584,,
21528848,,
21527671,,
21529989,,
21530871,,
21531700,,
21531763,,
21531783,,
21532008,,
21532494,,
21532589,,
21535318,,
21536651,,
21536662,,
21537398,,
21537082,,
21537863,,
21537869,,
21537933,,
21538440,,
21538443,,
21538632,,
21539734,,
21538941,,
21540121,,
21539954,,
21540129,,
21540233,,
21540550,,
21540635,,
21540858,,
21541012,,
21541313,,
21543876,,
21543894,,
21544650,,
21544808,,
21544811,,
21545292,,
21546556,,
21546573,,
21547001,,
21547418,,
21547505,,
21546504,,
21548012,,
21548583,,
21549375,,
21550256,,
21550639,,
21551230,,
21551365,,
21552209,,
21552419,,
21552492,,
21553078,,
21552528,,
21553353,,
21554885,,
21553331,,
21555371,,
21556948,,
21555693,,
21557334,,
21558388,,
21558394,,
21558518,,
21559452,,
21560118,,
21561988,,
21562626,,
21562609,,
21562881,,
21566094,,
21563226,,
21566664,,
21566690,,
21567426,,
21569352,,
21571651,,
21569810,,
21571912,,
21572172,,
21571217,,
21572180,,
21572176,,
21572441,,
21572519,,
21574647,,
21575859,,
21575929,,
21576123,,
21576484,,
21576607,,
21575865,,
21576698,,
21576760,,
21576902,,
21577144,,
21585657,,
21586612,,
21586637,,
21586749,,
21587224,,
21590365,,
21586134,,
21590687,,
21593203,,
21590787,,
21592109,,
21595825,,
21593217,,
21596841,,
21597964,,
21598070,,
21599609,,
21599608,,
21599610,,
21600800,,
21600902,,
21601921,,
21602798,,
21602888,,
21602917,,
21602310,,
21602826,,
21603079,,
21604943,,
21604939,,
21606117,,
21606320,,
21606417,,
21606420,,
21606960,,
21607237,,
21607584,,
21607948,,
21609700,,
21610144,,
21610218,,
21610223,,
21611109,,
21610108,,
21611108,,
21611737,,
21613401,,
21612468,,
21613406,,
21613617,,
