coreproject,pmid
P30CA013148,1406456
P30CA016672,1406629
P30CA046934,1406741
P30CA006927,1409429
P30CA006927,1409633
P30CA016042,1410960
P30CA016042,1410964
P30CA016087,1411621
P30CA021765,1411639
P30CA015704,1412683
P30CA013330,1415676
P30CA013330,1418837
P30CA013330,1418980
P30CA046934,1420166
P30CA010815,1420200
P30CA012197,1420302
P30CA014089,1420841
P30CA015704,1421368
P30CA006973,1421381
P30CA013330,1421409
P30CA023108,1422480
P30CA015083,1423182
P30CA013148,1423187
P30CA021765,1423203
P30CA006927,1423226
P30CA008748,1423266
P30CA016059,1423273
P30CA021765,1423597
P30CA006927,1423837
P30CA033572,1423838
P30CA013330,1424037
P30CA033572,1424295
P30CA013330,1426147
P30CA036727,1426633
P30CA015083,1427755
P30CA021765,1427910
P30CA022453,1428726
P30CA023074,1429088
P30CA042014,1429098
P30CA036727,1429357
P30CA008748,1429688
P30CA033572,1429827
P30CA016087,1430359
P30CA006927,1430890
P30CA013330,1431128
P30CA016672,1431203
P30CA006516,1431241
P30CA016672,1431559
P01CA022443,1433269
P30CA013696,1433286
U10CA031946,1433344
P30CA016087,1433357
P30CA023074,1433369
P30CA010815,1433502
P30CA010815,1433503
P30CA021765,1434801
P30CA021765,1437147
P30CA022453,1437159
P30CA033572,1438186
P30CA008748,1438265
P30CA016520,1438425
P30CA051008,1438561
P30CA013330,1438949
P30CA042014,1439824
P30CA015704,1440852
P30CA013330,1441602
P30CA006927,1442275
P30CA016672,1443046
P30CA016672,1443054
P30CA013330,1443108
P30CA006927,1444256
P30CA015704,1444505
P30CA016672,1444790
P30CA023108,1445462
P30CA046934,1448113
P30CA022453,1449970
P30CA006516,1450057
P30CA023074,1450409
P30CA014599,1450412
P30CA021765,1451184
P30CA013330,1452946
P30CA016359,1453198
P30CA036727,1453216
P30CA006927,1454829
P01CA022443,1457207
P01CA022443,1457211
P30CA023108,1458485
P30CA016672,1458554
P30CA021765,1458773
P30CA043703,1459206
P30CA016058,1459584
P30CA016672,1460032
P30CA012197,1460035
P30CA016672,1460278
P30CA006516,1460293
P30CA036727,1460334
P30CA010815,1460419
P30CA014599,1460430
P30CA012197,1461630
P30CA036727,1461935
P30CA016056,1463106
P30CA014236,1463779
P30CA015704,1463999
P30CA021765,1464010
P30CA021765,1464161
P30CA014236,1464163
P30CA013330,1465459
P30CA021765,1465492
P30CA021765,1467524
P30CA042014,1469049
P30CA016672,1469066
P30CA021765,1469080
P30CA021765,1471649
P30CA033572,1472385
P30CA013330,1472496
P30CA036727,1473235
P30CA016058,1475531
P30CA021765,1476796
P30CA016058,1477104
P30CA034196,1477475
P30CA034196,1477478
P30CA014236,1479202
P30CA013148,1480032
P30CA016672,1480775
P30CA021765,1483347
P30CA016059,1483704
P30CA021765,1485175
P30CA006927,1485916
P30CA016059,1486032
P30CA016058,1486292
P30CA046934,1486560
P30CA013696,1486841
P30CA023108,1488054
P30CA013148,1489727
P30CA006927,1489729
P30CA021765,1490202
P30CA006927,1490378
P30CA016042,1490961
P30CA016042,1492748
P30CA021765,1493425
P30CA021765,1493436
P30CA021765,1493441
P30CA016672,1495363
P30CA021765,1495410
P30CA012197,1497007
P30CA016672,1497802
P30CA043703,1498254
P30CA016058,1499085
P30CA006927,1499332
P30CA016672,1500228
P30CA016672,1500231
P30CA006927,1500388
P30CA016672,1500502
P01CA022443,1501283
P01CA022443,1501302
P30CA046934,1502172
P30CA016042,1503393
P30CA036727,1503641
P30CA016672,1503644
P30CA043703,1503673
P30CA016059,1503752
P30CA016672,1503910
P30CA016042,1504057
P30CA036727,1504257
P30CA016058,1504374
P30CA021765,1504377
P30CA033572,1504953
P30CA006927,1505223
P30CA015704,1505636
P30CA014089,1508512
P30CA046934,1508956
P30CA006927,1509264
P30CA016058,1510673
P30CA036727,1510945
P30CA006927,1511159
P30CA015704,1511254
P30CA006973,1511256
P30CA033572,1511394
P30CA043703,1511435
P30CA013330,1511686
R01CA047296,1511878
P30CA016672,1511913
P30CA042014,1512834
P30CA006927,1514438
P30CA012197,1514530
P30CA006927,1514584
P30CA023108,1515132
P30CA016042,1515747
P30CA015704,1515875
P30CA043703,1515882
P30CA015704,1515884
P30CA015704,1515888
P30CA042014,1516030
P30CA036727,1516748
P30CA015704,1517563
P30CA015704,1517564
P30CA021765,1518726
P30CA013330,1518867
P30CA016058,1519243
P30CA015704,1521083
P30CA021765,1522462
P30CA023108,1522564
P30CA013148,1522588
P30CA043703,1522595
P30CA021765,1523049
P30CA021765,1523057
P30CA008748,1523267
P30CA014089,1525327
P30CA016672,1526867
P30CA021765,1528653
P30CA006927,1528925
P30CA016672,1528947
P30CA006927,1529340
P30CA036727,1529524
P30CA006516,1529527
P30CA021765,1529533
P30CA016058,1530613
P30CA021765,1531036
P30CA134274,1531038
P30CA021765,1531305
P30CA016672,1531322
P30CA021765,1531631
P30CA013148,1532105
P30CA016672,1532247
P30CA016359,1532470
P30CA022453,1532621
P30CA016056,1532669
P30CA016056,1532673
P30CA016056,1532766
P30CA021765,1533007
P30CA016672,1533204
P30CA015704,1533334
P30CA014599,1533410
P30CA023108,1534001
P30CA042014,1534100
P30CA021765,1534240
P30CA043703,1534908
P30CA012197,1535064
P30CA022453,1535294
P30CA021765,1535369
P30CA023108,1535494
P30CA006927,1535829
P30CA015704,1536809
P30CA006927,1537077
P30CA016058,1537456
P30CA013148,1537561
P30CA013148,1538135
P30CA016058,1538141
P30CA013148,1538722
P30CA021765,1539031
P30CA013330,1540167
P30CA012197,1540589
P30CA022453,1540884
P30CA036727,1540929
P30CA042014,1541678
P30CA042014,1542590
P30CA042014,1542599
P30CA043703,1542704
P30CA036727,1544138
P30CA013330,1544921
P30CA006927,1545778
P30CA016056,1546063
P30CA014089,1546077
P30CA012197,1546959
P30CA016058,1547540
P30CA006927,1547635
P30CA022453,1547665
P30CA016042,1547670
P30CA013330,1547812
P30CA134274,1548516
P30CA010815,1548760
P30CA006927,1548764
P30CA043703,1548772
P30CA021765,1548941
P30CA021765,1549372
P30CA006927,1549474
P30CA023108,1550040
P30CA023074,1550084
P30CA016042,1550129
P30CA013330,1550209
P30CA010815,1550864
P30CA013330,1550991
P30CA023100,1551118
P30CA051008,1551119
P30CA014089,1551480
P30CA021765,1551888
P30CA043703,1551891
P30CA030199,1551917
P30CA014236,1552230
P30CA036727,1553760
P30CA043703,1553922
P30CA033572,1553923
P30CA013330,1554714
P30CA033572,1554891
P30CA016042,1555846
P30CA014089,1555847
P30CA016672,1555986
P30CA014520,1556769
P30CA012197,1557225
P30CA016042,1557482
P30CA021765,1558965
P30CA008748,1559217
P30CA043703,1559819
P30CA021765,1560108
P01CA022443,1560523
P30CA006927,1561089
P30CA046934,1561095
P30CA016672,1561323
P30CA013148,1561798
P30CA036727,1562373
P30CA010815,1563013
P30CA033572,1563797
P30CA016672,1563832
P30CA016087,1564150
P30CA021765,1565144
P30CA016042,1565895
P30CA016672,1565902
P30CA006973,1566048
P30CA006927,1566574
P30CA016042,1566840
P30CA006927,1566953
P30CA010815,1568222
P30CA016059,1568246
P30CA012197,1568288
P30CA016672,1568290
P30CA016058,1568796
P30CA016087,1569602
P30CA021765,1570317
P30CA021765,1571092
P30CA014520,1571333
P30CA015704,1571460
P30CA021765,1571550
P30CA023108,1571644
P30CA016056,1572296
P30CA006973,1572314
P30CA006927,1572546
P30CA033572,1572640
P30CA016042,1572830
P30CA051008,1574802
P30CA043703,1575207
P30CA016058,1576246
P30CA021765,1577094
P30CA015704,1577508
P30CA030199,1577773
P30CA016058,1578491
P30CA036727,1578506
P30CA021765,1578922
P30CA015704,1578931
P30CA016056,1579500
P30CA043703,1580237
P30CA036727,1580330
P30CA043703,1581112
P30CA030199,1581607
P30CA006973,1581898
P30CA021765,1583103
P30CA013330,1583327
P30CA015704,1583345
P30CA036727,1584221
P30CA033572,1584813
P30CA010815,1585639
P30CA033572,1586165
P30CA016672,1586447
P30CA016672,1586621
P30CA015704,1586708
P30CA016042,1586749
P30CA015083,1586980
U10CA031946,1588374
P30CA006516,1588374
P30CA006973,1589764
P30CA023074,1590273
P30CA012197,1590276
P30CA042014,1591321
P30CA006973,1591708
P30CA016058,1591719
P30CA010815,1591733
P30CA016087,1592998
P30CA006927,1593960
P30CA006927,1594582
P30CA043703,1594587
P30CA042014,1594616
P30CA042014,1594757
P30CA021765,1596566
P30CA043703,1596569
P30CA036727,1596869
P30CA023108,1596887
P30CA006973,1596907
P30CA013330,1597447
P30CA023108,1597912
P30CA010815,1598786
P30CA021765,1599027
P30CA006927,1599419
P30CA013330,1599508
P30CA033572,1599911
P30CA012197,1602455
P01CA022443,1602553
P01CA022443,1602825
P30CA016058,1604486
P30CA014599,1606074
P30CA012197,1608114
P30CA006927,1608266
P30CA016672,1608338
U10CA031946,1608355
P30CA014520,1609295
P30CA023108,1609900
P30CA006927,1610877
P30CA006927,1611213
P30CA033572,1611601
P30CA023074,1611603
P30CA016087,1612131
P30CA016672,1612585
P30CA023074,1612953
P30CA021765,1613321
P30CA013330,1613391
P30CA015704,1616423
P30CA036727,1617624
P30CA016056,1617626
P30CA036727,1617627
P30CA013330,1618022
P30CA023108,1618759
P30CA013330,1618793
P30CA021765,1619103
P30CA043703,1620545
P30CA036727,1620705
P30CA033572,1620912
P30CA016672,1622123
P30CA033572,1622401
U10CA031946,1623485
P30CA013696,1624472
P30CA016087,1624628
P30CA023074,1625443
P30CA021765,1625489
P30CA042014,1626426
P30CA023100,1626540
P30CA015704,1627810
P30CA021765,1627861
P30CA014089,1628133
P30CA021765,1628136
P30CA016087,1628422
P30CA010815,1628826
P30CA010815,1628901
P30CA014236,1629016
P30CA016672,1629225
P30CA030199,1629240
P30CA010815,1629610
P30CA006927,1629949
P30CA006516,1629967
P30CA006927,1630814
P30CA006516,1631166
P30CA010815,1634521
P30CA023074,1634915
P30CA006927,1634926
P30CA034196,1634998
P30CA012197,1635029
P30CA021765,1635460
P30CA036727,1636227
P30CA016056,1637511
P30CA022453,1637782
P30CA006927,1637813
U10CA031946,1639635
P30CA015704,1639636
P30CA021765,1640169
P30CA021765,1640365
P30CA023074,1640482
P30CA016672,1640485
P30CA021765,1640726
P30CA022453,1641849
P30CA022453,1642534
P30CA043703,1642535
P30CA014089,1644562
P30CA012197,1644913
P30CA021765,1645382
P30CA021765,1645383
P30CA006927,1645680
P30CA033572,1646282
P30CA010815,1646986
P30CA006927,1647013
P30CA013696,1647067
P30CA021765,1647078
P30CA006973,1647269
P30CA021765,1647525
P30CA023074,1647531
P30CA021765,1648143
P30CA013148,1648430
P30CA023100,1648442
P30CA046592,1648755
P30CA033572,1648811
P30CA021765,1649270
P30CA036727,1649556
P30CA036727,1649793
P30CA036727,1649955
P30CA006927,1650469
P30CA006927,1650484
P30CA021765,1650593
P30CA033572,1650662
P30CA033572,1650665
P30CA006927,1651123
P30CA015704,1651360
P30CA006973,1651562
P30CA006973,1651563
P30CA021765,1651609
P30CA016042,1651777
P30CA006927,1652756
P30CA021765,1652882
P30CA016056,1653020
P30CA021765,1653227
P30CA033572,1653497
P30CA006927,1654208
P30CA023108,1655139
P30CA006516,1655221
P30CA006973,1655271
P30CA021765,1655356
P30CA006927,1655672
P30CA006927,1656090
P30CA036727,1656139
P30CA016058,1656388
P30CA043703,1656414
P30CA014236,1656591
P30CA023074,1657074
P30CA021765,1657091
P30CA006927,1657354
P30CA010815,1657381
P30CA016058,1657827
P30CA036727,1657863
P30CA021765,1658187
P30CA013330,1658236
P30CA012197,1658379
P30CA013330,1658385
P30CA010815,1658394
P30CA016672,1658626
P30CA013330,1658629
P30CA015704,1658652
P30CA016087,1658957
P30CA023108,1659583
P01CA022443,1659776
P01CA022443,1660153
P30CA013330,1660486
P30CA021765,1660810
P01CA022443,1662815
P30CA022453,1663803
P30CA006927,1664216
P30CA008748,1664270
P30CA021765,1665316
P30CA016058,1665962
P30CA006927,1666151
P30CA034196,1666161
P30CA034196,1666162
P01CA022443,1667088
P30CA006927,1667631
P30CA021765,1667930
P30CA010815,1668144
P30CA006973,1669837
P30CA023074,1670642
P30CA021765,1670723
P30CA023074,1670760
P30CA013330,1671572
P30CA021765,1671875
P30CA022453,1672335
P30CA013330,1672339
P30CA014520,1672367
P30CA010815,1672545
P30CA023108,1672563
P30CA033572,1672615
P30CA010815,1672622
P30CA010815,1673147
P30CA006927,1673289
P30CA014089,1673381
P30CA016058,1673412
P30CA013148,1673417
P30CA006927,1673574
P30CA033572,1674385
P30CA016056,1674446
P30CA014520,1675239
P30CA033572,1675630
P30CA021765,1675638
P30CA021765,1676542
P30CA008748,1676547
P30CA008748,1676844
P30CA023074,1676918
P30CA021765,1677414
P30CA016672,1678311
P30CA023108,1678889
P30CA016672,1679382
P30CA013148,1679664
P30CA016042,1679838
P30CA033572,1679997
P30CA016087,1680025
P30CA013148,1680354
P30CA023100,1680368
P30CA021765,1680593
P30CA014089,1680621
P30CA016056,1680870
P30CA043703,1681117
P30CA033572,1681535
P30CA043703,1681541
P30CA021765,1681876
P30CA006973,1682032
P30CA036727,1682063
P30CA006927,1682216
P30CA008748,1682363
P30CA016672,1682865
P30CA021765,1682866
P30CA016087,1683780
P30CA013330,1684637
P30CA006927,1684777
P30CA021765,1686351
P30CA021765,1686715
P30CA022453,1686999
P30CA021765,1688245
P30CA043703,1688411
P30CA006927,1688626
P30CA006927,1688653
P30CA016672,1688927
P30CA043703,1688996
P30CA013148,1689065
P30CA043703,1689409
P30CA014599,1689439
P30CA023108,1689755
P30CA006973,1689854
P30CA021765,1689918
P30CA016672,1690553
P30CA043703,1690724
P30CA014520,1690788
P30CA016672,1690842
P30CA016058,1690893
P30CA006927,1691313
P30CA021765,1691441
P30CA021765,1691932
P30CA006973,1692538
P30CA021765,1692720
P30CA012197,1692729
P30CA013330,1692761
P30CA033572,1693168
P30CA008748,1693284
P30CA016672,1693369
P30CA016058,1693449
P30CA014236,1693618
P30CA006927,1693700
P30CA016042,1694236
P30CA013148,1695154
P30CA013148,1695410
P30CA008748,1695683
P30CA015704,1696148
P30CA030199,1696235
P30CA006927,1696306
P30CA013696,1696351
P30CA006927,1696561
P30CA013330,1696633
P30CA006927,1696639
P30CA014599,1696853
P30CA016087,1696918
P30CA030199,1697294
P30CA016087,1697295
P30CA043703,1697305
P30CA013330,1697499
P30CA008748,1697875
P30CA023100,1698479
P30CA015704,1698865
P30CA006973,1698878
P30CA021765,1699199
P30CA016058,1699279
P30CA016086,1699406
P30CA016058,1700422
P30CA013148,1700825
P01CA022443,1700836
P01CA022443,1700865
P30CA016086,1701016
P30CA034196,1701153
P30CA043703,1701437
P30CA013148,1701642
P30CA013148,1701760
P30CA023108,1701779
P30CA006973,1702006
P30CA016058,1702062
P30CA021765,1702161
P30CA043703,1702304
P30CA014599,1702800
P30CA013148,1703020
P30CA006973,1703086
P30CA046934,1703276
P01CA022443,1703980
P30CA043703,1704101
P30CA033572,1704393
P30CA030199,1705553
P30CA016087,1705940
P30CA010815,1706955
P30CA021765,1707081
P30CA016672,1707956
P30CA006927,1707980
P30CA021765,1708091
P30CA006927,1708222
P30CA016058,1708945
P30CA016042,1709823
P30CA014236,1709825
P30CA016042,1709845
P30CA006927,1710167
P30CA006973,1710179
P30CA043703,1710292
P30CA021765,1710539
P30CA008748,1711038
P30CA043703,1711226
P30CA036727,1712125
P30CA043703,1712242
P30CA006927,1712339
P30CA016087,1712492
P30CA033572,1712541
P30CA033572,1712549
P30CA006973,1712550
P30CA015083,1712853
P30CA013148,1712856
P30CA016056,1713122
P30CA023100,1713575
P30CA016042,1713584
P30CA014236,1714341
P30CA006927,1714507
P01CA022443,1714517
P30CA014599,1714644
P30CA013330,1714667
P30CA013148,1715236
P30CA016672,1715718
P30CA022453,1715790
P30CA016058,1715983
P30CA013148,1716282
P30CA010815,1716515
P30CA006973,1716663
P30CA016056,1716970
P30CA006927,1717393
P30CA006927,1717591
P30CA013330,1718498
P30CA016087,1718648
P30CA016058,1718799
P30CA043703,1718912
P30CA016058,1719014
P30CA006927,1719229
P30CA034196,1719689
P30CA033572,1719801
P30CA043703,1720008
P30CA010815,1720318
P30CA013148,1720381
P30CA013148,1720556
P30CA016058,1720622
P01CA022443,1720627
P30CA016059,1720696
P30CA013696,1721104
P30CA016058,1721705
P30CA021765,1721862
P30CA030199,1721911
P30CA036727,1722177
P30CA006927,1722338
P30CA036727,1724260
P30CA010815,1726037
P30CA021765,1726425
P30CA013148,1726556
P30CA015704,1726858
P30CA021765,1727213
P30CA046934,1727271
P30CA010815,1727372
P30CA023108,1727384
P30CA010815,1727489
P30CA021765,1727605
P30CA016087,1727913
P30CA021765,1727914
P30CA022453,1728375
P30CA021765,1728964
P30CA021765,1729183
P30CA021765,1729241
P30CA023108,1729272
P01CA022443,1729720
P30CA036727,1730135
P30CA014520,1730527
P30CA033572,1730667
P30CA014599,1730927
P30CA021765,1731053
P30CA006927,1731759
P30CA033572,1731943
P30CA016087,1732337
P30CA016058,1732424
P30CA021765,1732431
P30CA016672,1732736
P30CA008748,1732747
P30CA013148,1733094
P30CA014599,1733549
P30CA012197,1733557
P30CA015083,1734086
P30CA006927,1734088
P30CA023074,1734444
P30CA043703,1734449
P30CA016058,1734938
P30CA042014,1734951
U10CA031946,1735010
K12HD000849,1735497
K12HD000849,1735498
P30CA023108,1735700
P30CA006973,1735886
P30CA014599,1735886
P30CA036727,1736522
P30CA006927,1737002
P30CA006973,1737091
P30CA021765,1737097
P30CA010815,1737342
P30CA042014,1737489
P30CA042014,1737500
P30CA014089,1737510
P30CA013330,1737755
P30CA016087,1738086
P30CA013330,1738106
P30CA006927,1738197
P01CA022443,1738208
P30CA016058,1738294
P30CA016087,1738761
P30CA016087,1739915
P30CA036727,1740011
P30CA033572,1740296
P30CA013330,1740416
P30CA006516,1740757
P30CA014520,1740827
P30CA006927,1741403
P30CA014089,1742220
P30CA036727,1742722
P30CA006927,1742735
U10CA031946,1743622
P30CA013330,1744126
P30CA016087,1744140
P30CA034196,1744174
P30CA016042,1746551
P30CA016042,1746559
P30CA033572,1747053
P30CA006927,1747943
P30CA016672,1747944
P30CA016672,1748824
P30CA036727,1750694
P30CA006973,1750827
P30CA006927,1752494
P30CA033572,1753900
P30CA006973,1754068
P30CA013148,1755445
P30CA013330,1755994
P30CA033572,1756469
P30CA036727,1757734
P30CA016058,1757973
P30CA021765,1758877
P30CA021765,1760858
P30CA013330,1763019
P30CA016672,1764766
P30CA006927,1768369
P30CA046934,1768370
P30CA042014,1770551
P30CA023074,1770553
P30CA013330,1770952
P30CA016042,1771257
P30CA016672,1771296
P30CA016672,1772779
P30CA012197,1774952
P30CA023108,1775172
P30CA021765,1777415
P30CA010815,1779173
P30CA046934,1779977
P30CA036727,1780368
P30CA016042,1780597
P30CA015704,1780749
P30CA012197,1780754
U10CA031946,1783527
P30CA021765,1785667
P30CA006973,1785770
P30CA016042,1786321
P30CA014089,1786329
P30CA016042,1786330
P30CA016042,1786993
P30CA021765,1790366
P30CA021765,1790423
P30CA013330,1791839
P30CA046934,1791844
P30CA006927,1793004
P30CA014599,1793214
P30CA023108,1793486
P30CA006927,1795536
P30CA021765,1797850
P30CA016359,1799579
P30CA023074,1800586
P30CA043703,1801650
P30CA006516,1801880
P30CA016672,1804805
P30CA015704,1806436
P30CA006927,1807357
P30CA015083,1809439
P30CA014520,1811081
P30CA033572,1814604
P30CA015704,1815387
P30CA006927,1816805
R01CA053840,1819490
P30CA014520,1820211
P30CA010815,1820217
P30CA016087,1820764
P30CA016042,1821282
P30CA013148,1821697
P30CA006927,1822431
P30CA006927,1822504
P30CA016087,1822771
P30CA016672,1823151
P30CA046934,1823632
P30CA016359,1824829
P30CA042014,1824905
P30CA021765,1825025
P30CA013330,1825054
P30CA006927,1826045
P30CA023100,1826463
P30CA016058,1826840
P30CA006927,1827140
P30CA033572,1827439
P30CA046934,1827531
P30CA021765,1827757
P01CA022443,1827846
P30CA046934,1828107
P30CA013148,1828154
P30CA013148,1828367
P30CA010815,1828892
P30CA016058,1829570
P30CA016058,1829576
P30CA013330,1829637
P30CA036727,1830114
P30CA013696,1830115
P30CA034196,1830433
P30CA021765,1830498
P30CA021765,1830813
P30CA021765,1831133
P30CA036727,1831309
P30CA021765,1831494
P30CA021765,1831566
P30CA015704,1831681
P30CA014089,1831736
P30CA021765,1832087
P30CA010815,1832215
P30CA016672,1832216
P30CA013148,1832318
P30CA021765,1833044
P30CA021765,1833449
P30CA016672,1833715
P30CA006927,1833819
P30CA014599,1834097
P30CA010815,1834666
